"LIZARDNUMBER","YEAR","TIME","EASTING","NORTHING"
"F252",2011,"8:52",502226,3591492
"F252",2011,"17:05",502226,3591486
"F252",2011,"15:39",502225,3591497
"F252",2011,"20:45",502250,3591477
"F252",2011,"18:26",502250,3591477
"F252",2011,"19:59",502227,3591497
"F252",2011,"17:55",502105,3591510
"F252",2011,"10:43",502401,3591494
"F252",2011,"18:59",502227,3591470
"F252",2011,"21:38",502236,3591506
"F252",2011,"14:32",502175,3591661
"F252",2011,"16:53",502139,3591587
"F252",2011,"19:20",502094,3591573
"F252",2011,"13:13",502145,3591588
"F252",2011,"16:00",502139,3591589
"F252",2011,"14:42",502139,3591589
"F252",2011,"16:38",502139,3591589
"F252",2012,"15:05",502137,3591597
"F252",2012,"12:04",502137,3591597
"F252",2012,"10:55",502137,3591597
"F252",2012,"16:48",502139,3591592
"F252",2012,"15:10",502178,3591701
"F252",2012,"15:45",502148,3591517
"F252",2012,"14:25",502134,3591588
"F252",2012,"15:03",502179,3591702
"F252",2012,"13:12",501999,3591447
"F252",2012,"15:47",501999,3591447
"F252",2012,"16:51",502114,3591615
"F252",2012,"11:53",502163,3591434
"F252",2012,"10:21",502095,3591459
"F252",2012,"14:30",502145,3591375
"F252",2012,"15:05",502154,3591433
"F252",2012,"19:16",502142,3591611
"F252",2012,"9:44",502137,3591608
"F252",2012,"11:11",502141,3591611
"F252",2012,"13:52",502139,3591614
"F252",2012,"20:24",502168,3591653
"F252",2012,"20:36",502166,3591653
"F252",2012,"6:25",502163,3591650
"F252",2012,"15:09",502166,3591655
"F252",2012,"16:24",502166,3591655
"F252",2012,"10:59",502169,3591653
"F252",2012,"12:28",502165,3591651
"F252",2012,"12:31",502164,3591653
"F252",2012,"6:01",502165,3591651
"F252",2012,"19:04",502164,3591654
"F252",2012,"14:10",502157,3591624
"F252",2012,"13:27",502179,3591658
"F252",2012,"11:18",502176,3591662
"F252",2012,"20:05",502176,3591651
"F252",2012,"9:12",502190,3591589
"F252",2012,"10:02",502201,3591627
"F252",2012,"9:11",502207,3591625
"F252",2012,"13:08",502073,3591455
"F252",2012,"8:10",502073,3591453
"F252",2012,"10:04",502124,3591468
"F252",2012,"8:53",502251,3591364
"F252",2012,"12:31",502087,3591363
"F252",2012,"17:07",502032,3591385
"F252",2012,"22:44",502014,3591390
"F252",2012,"15:18",502130,3591542
"F252",2012,"16:56",502093,3591597
"F252",2012,"19:02",502093,3591597
"F252",2012,"13:25",502093,3591597
"F252",2012,"14:13",502093,3591597
"F252",2012,"16:23",502092,3591593
"F252",2012,"12:38",502092,3591593
"F252",2012,"11:06",502092,3591593
"F252",2012,"13:08",502092,3591593
"F252",2012,"13:56",502093,3591593
"F252",2013,"16:17",502093,3591593
"F252",2013,"13:52",502136,3591591
"F252",2013,"15:33",502136,3591590
"F252",2013,"15:22",502136,3591590
