LIZARDNUMBER,SEX,DATE,YEAR,SEASON,TIME,EASTING,NORTHING,Distance.Moved..m.,X
F252,female,4/4/12,2012,Dry,15:47:00,501999,3591447,0,NA
F252,female,4/13/12,2012,Dry,16:51:00,502114,3591615,204,NA
F252,female,4/21/12,2012,Dry,11:53:00,502163,3591434,188,NA
F252,female,4/26/12,2012,Dry,10:21:00,502095,3591459,72,NA
F252,female,5/9/12,2012,Dry,14:30:00,502145,3591375,98,NA
F252,female,5/11/12,2012,Dry,15:05:00,502154,3591433,59,NA
F252,female,5/22/12,2012,Dry,19:16:00,502142,3591611,178,NA
F252,female,5/27/12,2012,Dry,9:44:00,502137,3591608,6,NA
F252,female,5/29/12,2012,Dry,11:11:00,502141,3591611,5,NA
F252,female,5/30/12,2012,Dry,13:52:00,502139,3591614,4,NA
F252,female,6/7/12,2012,Dry,20:24:00,502168,3591653,49,NA
F252,female,6/13/12,2012,Dry,20:36:00,502166,3591653,2,NA
F252,female,6/16/12,2012,Dry,6:25:00,502163,3591650,4,NA
F252,female,6/22/12,2012,Dry,15:09:00,502166,3591655,6,NA
