LIZARDNUMBER,SEX,DATE,YEAR,SEASON,TIME,EASTING,NORTHING,Distance.Moved..m.,X
F252,female,11/27/11,2011,Winter,16:00:00,502139,3591589,6,NA
F252,female,12/6/11,2011,Winter,14:42:00,502139,3591589,0,NA
F252,female,12/29/11,2011,Winter,16:38:00,502139,3591589,0,NA
F252,female,1/18/12,2012,Winter,15:05:00,502137,3591597,8,NA
F252,female,1/24/12,2012,Winter,12:04:00,502137,3591597,0,NA
F252,female,2/1/12,2012,Winter,10:55:00,502137,3591597,0,NA
F252,female,11/26/12,2012,Winter,16:23:00,502092,3591593,4,NA
F252,female,12/8/12,2012,Winter,12:38:00,502092,3591593,0,NA
F252,female,12/17/12,2012,Winter,11:06:00,502092,3591593,0,NA
F252,female,12/21/12,2012,Winter,13:08:00,502092,3591593,0,NA
F252,female,12/28/12,2012,Winter,13:56:00,502093,3591593,1,NA
F252,female,1/10/13,2013,Winter,16:17:00,502093,3591593,0,NA
F252,female,1/25/13,2013,Winter,13:52:00,502136,3591591,43,NA
