LIZARDNUMBER,SEX,DATE,YEAR,SEASON,TIME,EASTING,NORTHING,Distance.Moved..m.,X
M14,male,1/18/12,2012,Winter,13:05:00,501176,3592558,0,NA
M14,male,1/24/12,2012,Winter,13:14:00,501176,3592558,0,NA
M14,male,2/1/12,2012,Winter,12:10:00,501176,3592558,0,NA
M14,male,2/17/12,2012,NA,14:20:00,501173,3592561,4,NA
M14,male,2/29/12,2012,NA,17:19:00,501375,3592752,278,NA
M14,male,3/10/12,2012,Emergence,12:55:00,501381,3592682,70,NA
M14,male,3/14/12,2012,Emergence,10:03:00,501298,3592697,84,NA
M14,male,3/22/12,2012,Emergence,14:03:00,501298,3592697,0,NA
M14,male,3/30/12,2012,Emergence,12:14:00,501549,3592761,259,NA
M14,male,4/4/12,2012,Dry,15:05:00,501300,3592699,257,NA
M14,male,4/13/12,2012,Dry,14:43:00,501199,3592723,104,NA
M14,male,4/21/12,2012,Dry,12:10:00,501519,3592796,328,NA
M14,male,4/26/12,2012,Dry,8:50:00,501129,3592726,396,NA
