"LIZARDNUMBER","YEAR","TIME","EASTING","NORTHING"
"F137",2011,13:15:00,501302,3592398
"F137",2011,15:05:00,501574,3592321
"F137",2011,11:19:00,501544,3592308
"F137",2011,10:59:00,501296,3592375
"F137",2011,10:26:00,501334,3592383
"F137",2011,11:57:00,501321,3592388
"F137",2011,11:04:00,501275,3592291
"F137",2011,11:46:00,501567,3592339
"F137",2011,12:14:00,501377,3592391
"F137",2011,11:24:00,501594,3592357
"F137",2011,17:27:00,501331,3592376
"F137",2011,19:38:00,501338,3592385
"F137",2011,10:08:00,501338,3592386
"F137",2011,07:46:00,501336,3592384
"F137",2011,00:21:00,501336,3592384
"F137",2011,11:18:00,501478,3592283
"F137",2011,17:01:00,501387,3592162
"F137",2011,08:31:00,501336,3592374
"F137",2011,18:07:00,501353,3592176
"F137",2011,16:12:00,501432,3592249
"F137",2011,19:26:00,501438,3592246
"F137",2011,19:28:00,501431,3592224
"F137",2011,09:14:00,501445,3592236
"F137",2011,18:40:00,501442,3592238
"F137",2011,17:36:00,501447,3592240
"F137",2011,17:06:00,501333,3592374
"F137",2011,18:23:00,501334,3592378
"F137",2011,10:01:00,501312,3592423
"F137",2011,15:27:00,501315,3592420
"F137",2011,11:20:00,501299,3592417
"F137",2011,12:46:00,501301,3592413
"F137",2011,15:39:00,501301,3592413
"F137",2011,10:55:00,501301,3592413
