"LIZARDNUMBER","YEAR","TIME","EASTING","NORTHING"
"F104",2007,"0:00",501650,3591775
"F104",2007,"0:00",501650,3591775
"F104",2007,"0:00",501561,3591915
"F104",2007,"0:00",501377,3591812
"F104",2007,"0:00",501649,3591805
"F104",2007,"0:00",501411,3591819
"F104",2007,"0:00",501526,3591932
"F104",2007,"0:00",501526,3591932
"F104",2007,"0:00",501526,3591932
"F104",2007,"0:00",501526,3591932
"F104",2007,"0:00",501526,3591932
"F104",2007,"0:00",501526,3591931
"F104",2007,"0:00",501396,3591904
"F104",2007,"0:00",501409,3591819
"F104",2007,"0:00",501412,3591818
"F104",2007,"0:00",501327,3591791
"F104",2007,"0:00",501411,3591819
"F104",2007,"0:00",501327,3591791
"F104",2008,"9:11",501546,3591826
"F104",2008,"15:41",501558,3591830
"F104",2008,"12:52",501680,3591942
"F104",2008,"7:19",501674,3591941
"F104",2008,"8:39",501680,3591946
"F104",2008,"9:32",501679,3591945
"F104",2008,"10:41",501679,3591945
"F104",2008,"14:08",501679,3591945
"F104",2008,"12:46",501679,3591945
"F104",2008,"10:45",501679,3591945
"F104",2008,"9:13",501679,3591945
"F104",2008,"9:28",501679,3591945
"F104",2008,"20:13",501679,3591945
"F104",2008,"10:02",501704,3591959
"F104",2008,"18:48",501740,3591991
"F104",2008,"18:18",501740,3591991
"F104",2008,"19:02",501740,3591991
"F104",2008,"20:25",501740,3591991
"F104",2008,"21:03",501745,3591991
"F104",2008,"20:25",501745,3591991
"F104",2008,"19:34",501745,3591991
"F104",2008,"20:18",501745,3591991
"F104",2008,"21:12",501745,3591991
"F104",2008,"20:21",501745,3591991
"F104",2008,"20:37",501745,3591991
"F104",2008,"19:28",501745,3591991
"F104",2008,"20:04",501709,3591978
"F104",2008,"20:10",501709,3591978
"F104",2008,"19:52",501711,3591957
"F104",2008,"20:35",501709,3591957
"F104",2008,"23:57",501630,3591951
"F104",2008,"19:50",501580,3591892
"F104",2008,"20:55",501550,3591890
"F104",2008,"8:14",501550,3591890
"F104",2008,"21:55",501550,3591890
"F104",2008,"7:24",501573,3591882
"F104",2008,"7:22",501576,3591885
"F104",2008,"8:54",501575,3591884
"F104",2008,"21:31",501442,3591894
"F104",2008,"21:33",501466,3591749
"F104",2008,"20:44",501336,3591804
"F104",2008,"10:17",501431,3591906
"F104",2008,"20:08",501431,3591906
"F104",2008,"9:09",501462,3591743
"F104",2008,"9:29",501532,3591744
"F104",2008,"21:15",501526,3591760
"F104",2008,"10:11",501552,3591747
"F104",2008,"18:14",501552,3591747
"F104",2008,"8:18",501688,3591947
"F104",2008,"11:41",501692,3591942
"F104",2008,"12:01",501716,3591974
"F104",2008,"15:11",501732,3591996
"F104",2008,"12:57",501716,3592001
"F104",2009,"0:00",501678,3591947
"F104",2009,"0:00",501679,3591949
"F104",2009,"0:00",501679,3591949
"F104",2009,"0:00",501679,3591949
"F104",2009,"0:00",501743,3591988
"F104",2009,"0:00",501743,3591989
"F104",2009,"0:00",501743,3591989
"F104",2009,"0:00",501743,3591989
"F104",2009,"0:00",501732,3591918
"F104",2009,"0:00",501679,3591949
"F104",2009,"0:00",501547,3591823
"F104",2009,"0:00",501428,3591783
"F104",2009,"0:00",501428,3591783
"F104",2009,"0:00",501428,3591783
"F104",2009,"0:00",501428,3591783
"F104",2009,"0:00",501452,3591777
"F104",2009,"0:00",501458,3591807
"F104",2009,"0:00",501428,3591782
"F104",2009,"0:00",501428,3591782
"F104",2009,"0:00",501428,3591782
"F104",2009,"0:00",501428,3591782
"F104",2009,"0:00",501428,3591782
"F104",2009,"0:00",501428,3591782
"F104",2009,"0:00",501428,3591782
"F104",2009,"0:00",501428,3591782
"F104",2009,"0:00",501428,3591782
"F104",2009,"0:00",501434,3591751
"F104",2009,"20:51",501604,3591984
"F104",2009,"20:51",501630,3591991
"F104",2009,"0:00",501682,3592006
"F104",2009,"22:07",501680,3592002
"F104",2009,"0:00",501682,3592006
"F104",2009,"0:00",501682,3592006
"F104",2009,"0:00",501682,3592006
"F104",2009,"0:00",501682,3592006
"F104",2009,"0:00",501682,3592006
"F104",2009,"0:00",501709,3591979
"F104",2009,"21:57",501480,3591980
"F104",2009,"23:53",501493,3591955
"F104",2009,"0:00",501683,3591856
"F104",2009,"21:10",501412,3591778
"F104",2009,"0:41",501411,3591773
"F104",2009,"19:17",501340,3591874
"F104",2009,"23:15",501317,3591849
"F104",2009,"22:51",501317,3591849
"F104",2009,"0:00",501712,3591829
"F104",2009,"19:33",501643,3591792
"F104",2009,"0:00",501644,3591782
"F104",2009,"0:00",501452,3591756
"F104",2009,"20:18",501451,3591756
"F104",2009,"19:25",501451,3591756
"F104",2009,"18:29",501539,3591762
"F104",2009,"20:35",501532,3591761
"F104",2009,"18:58",501532,3591761
"F104",2009,"12:21",501610,3591847
"F104",2009,"17:58",501616,3591845
"F104",2009,"19:46",501650,3591957
"F104",2009,"15:28",501722,3592003
"F104",2009,"13:26",501722,3592003
"F104",2009,"16:25",501707,3591955
"F104",2009,"0:00",501706,3591962
"F104",2009,"17:05",501707,3591955
"F104",2009,"15:40",501707,3591955
"F104",2009,"15:13",501707,3591955
