LIZARDNUMBER,SEX,DATE,YEAR,SEASON,TIME,EASTING,NORTHING,Distance.Moved..m.,X
F104,female,10/5/08,2008,Post_Monsoon,8:18:00,501688,3591947,242,NA
F104,female,10/10/08,2008,Post_Monsoon,11:41:00,501692,3591942,6,NA
F104,female,10/17/08,2008,Post_Monsoon,12:01:00,501716,3591974,40,NA
F104,female,10/24/08,2008,Post_Monsoon,15:11:00,501732,3591996,27,NA
F104,female,11/8/08,2008,Post_Monsoon,12:57:00,501716,3592001,17,NA
F104,female,10/6/09,2009,Post_Monsoon,12:21:00,501610,3591847,116,NA
F104,female,10/10/09,2009,Post_Monsoon,17:58:00,501616,3591845,6,NA
F104,female,10/18/09,2009,Post_Monsoon,19:46:00,501650,3591957,117,NA
F104,female,10/25/09,2009,Post_Monsoon,15:28:00,501722,3592003,85,NA
F104,female,10/31/09,2009,Post_Monsoon,13:26:00,501722,3592003,0,NA
F104,female,11/8/09,2009,Post_Monsoon,16:25:00,501707,3591955,50,NA
F104,female,11/14/09,2009,Post_Monsoon,1122,501706,3591962,7,NA
F104,female,11/22/09,2009,Post_Monsoon,17:05:00,501707,3591955,7,NA
