"LIZARDNUMBER","YEAR","TIME","EASTING","NORTHING"
"M215",2011,16:10:00,500494,3592502
"M215",2011,08:17:00,500367,3592472
"M215",2011,14:07:00,500393,3592584
"M215",2011,18:41:00,500259,3592332
"M215",2011,15:43:00,500181,3592383
"M215",2011,21:27:00,500384,3592402
"M215",2011,18:24:00,500405,3592326
"M215",2011,18:26:00,500178,3592380
"M215",2011,18:11:00,500130,3592304
"M215",2011,14:26:00,500424,3592504
"M215",2011,20:31:00,500424,3592504
"M215",2011,12:13:00,500424,3592504
"M215",2011,17:38:00,500287,3592539
"M215",2011,14:11:00,500417,3592888
"M215",2011,11:26:00,500374,3592895
"M215",2011,10:05:00,500412,3592891
