"LIZARDNUMBER","YEAR","TIME","EASTING","NORTHING"
"M215",2012,16:30:00,500412,3592891
"M215",2012,13:26:00,500412,3592891
"M215",2012,12:40:00,500373,3592860
"M215",2012,13:33:00,500281,3592918
"M215",2012,12:32:00,500349,3592886
"M215",2012,10:28:00,500349,3592886
"M215",2012,13:46:00,500246,3592638
"M215",2012,12:54:00,500348,3592861
"M215",2012,10:58:00,500178,3592778
"M215",2012,12:46:00,500399,3592568
"M215",2012,11:11:00,500392,3592885
"M215",2012,18:14:00,500185,3592541
"M215",2012,10:08:00,500418,3592920
"M215",2012,21:23:00,500235,3592680
"M215",2012,19:46:00,500230,3592678
"M215",2012,12:22:00,500598,3592824
"M215",2012,12:58:00,500516,3592881
"M215",2012,11:20:00,500324,3592835
"M215",2012,10:55:00,500377,3592558
"M215",2012,12:27:00,500291,3592645
"M215",2012,13:49:00,500238,3592602
