LIZARDNUMBER,SEX,DATE,YEAR,SEASON,TIME,EASTING,NORTHING,Distance.Moved..m.,X
F146,female,7/4/09,2009,Monsoon,7:49:00,500788,3592659,409,NA
F146,female,7/9/09,2009,Monsoon,21:05:00,500811,3592690,39,NA
F146,female,7/10/09,2009,Monsoon,0:35:00,500775,3592635,66,NA
F146,female,7/20/09,2009,Monsoon,1605,500978,3592365,338,NA
F146,female,7/26/09,2009,Monsoon,21:12:00,500764,3592823,506,NA
F146,female,8/1/09,2009,Monsoon,2349,500722,3592743,90,NA
F146,female,8/11/09,2009,Monsoon,847,501032,3592542,369,NA
F146,female,8/16/09,2009,Monsoon,22:58:00,501048,3592545,16,NA
F146,female,8/25/09,2009,Monsoon,22:16:00,501033,3592552,17,NA
F146,female,8/29/09,2009,Monsoon,23:29:00,501033,3592552,0,NA
F146,female,8/30/09,2009,Monsoon,10:01:00,501033,3592552,0,NA
F146,female,9/3/09,2009,Monsoon,2245,501032,3592545,7,NA
F146,female,9/4/09,2009,Monsoon,1837,501032,3592545,0,NA
F146,female,9/9/09,2009,Monsoon,20:13:00,501033,3592552,7,NA
F146,female,9/15/09,2009,Monsoon,20:19:00,501033,3592552,0,NA
F146,female,9/23/09,2009,Monsoon,10:15:00,501054,3592555,21,NA
F146,female,9/30/09,2009,Monsoon,9:14:00,501046,3592554,8,NA
