LIZARDNUMBER,DATE,YEAR,SEASON,TIME,EASTING,NORTHING,Distance Moved (m),
M119,4/22/09,2009,Dry,1030,500392,3593079,14,
M119,4/23/09,2009,Dry,1150,500392,3593079,0,
M119,4/25/09,2009,Dry,1314,500291,3592945,168,
M119,4/26/09,2009,Dry,946,500313,3592879,70,
M119,4/26/09,2009,Dry,1811,500314,3592878,1,
M119,4/27/09,2009,Dry,807,500314,3592878,0,
M119,4/30/09,2009,Dry,930,500311,3592880,4,
M119,5/11/09,2009,Dry,1248,500311,3592880,0,
M119,5/11/09,2009,Dry,1905,500310,3592872,8,
M119,5/12/09,2009,Dry,1039,500331,3592869,21,
M119,5/12/09,2009,Dry,1754,500328,3592872,4,
M119,5/13/09,2009,Dry,739,500328,3592872,0,
M119,5/13/09,2009,Dry,1949,500311,3592873,17,
M119,5/25/09,2009,Dry,914,500226,3592887,86,
M119,6/4/09,2009,Dry,1329,500594,3593057,405,
M119,6/8/09,2009,Dry,1239,500594,3593057,0,
M119,6/8/09,2009,Dry,1836,500442,3592965,178,
M119,6/26/09,2009,Dry,1618,500157,3592552,502,
M119,7/2/09,2009,Monsoon,22:30:00,500106,3592547,51,
M119,7/9/09,2009,Monsoon,20:36:00,500126,3592487,63,
M119,7/10/09,2009,Monsoon,11,500124,3592489,3,
M119,7/11/09,2009,Monsoon,2020,500124,3592489,0,
M119,7/12/09,2009,Monsoon,2053,500377,3592470,254,
M119,7/13/09,2009,Monsoon,55,500377,3592470,0,
M119,7/13/09,2009,Monsoon,2005,500450,3592341,148,
M119,7/14/09,2009,Monsoon,2050,500450,3592341,0,
M119,7/14/09,2009,Monsoon,7:45:00,500456,3592331,12,
M119,7/25/09,2009,Monsoon,23:10:00,500378,3592462,152,
M119,8/4/09,2009,Monsoon,1955,500450,3592341,141,
M119,8/4/09,2009,Monsoon,2150,500395,3592462,133,
M119,8/11/09,2009,Monsoon,823,500377,3592470,20,
M119,8/13/09,2009,Monsoon,23:21:00,500280,3592429,105,
M119,8/16/09,2009,Monsoon,21:54:00,500280,3592429,0,
M119,8/25/09,2009,Monsoon,20:33:00,500116,3592530,193,
M119,8/26/09,2009,Monsoon,22:03:00,500116,3592480,50,
M119,8/27/09,2009,Monsoon,20:33:00,500119,3592482,4,
M119,8/28/09,2009,Monsoon,23:51:00,500119,3592482,0,
M119,9/1/09,2009,Monsoon,0:05:00,500157,3592561,88,
M119,9/2/09,2009,Monsoon,2013,500159,3592560,2,
M119,9/4/09,2009,Monsoon,1949,500159,3592560,0,
M119,9/5/09,2009,Monsoon,1355,500159,3592560,0,
M119,9/6/09,2009,Monsoon,1536,500159,3592560,0,
M119,9/7/09,2009,Monsoon,1804,500159,3592560,0,
M119,9/9/09,2009,Monsoon,21:25:00,500157,3592561,2,
M119,9/11/09,2009,Monsoon,2255,500159,3592560,2,
M119,9/14/09,2009,Monsoon,20:51:00,500157,3592561,2,
M119,9/20/09,2009,Monsoon,732,500159,3592560,2,
M119,9/23/09,2009,Monsoon,21:16:00,500371,3592941,436,
M119,9/24/09,2009,Monsoon,8:31:00,500371,3592941,0,
M119,9/29/09,2009,Monsoon,19:19:00,500371,3592941,0,
M119,9/30/09,2009,Monsoon,20:38:00,500371,3592941,0,
M119,10/6/09,2009,Post_Monsoon,13:12:00,500354,3592928,21,
M119,10/12/09,2009,Post_Monsoon,16:32:00,500372,3592941,22,
M119,10/18/09,2009,Post_Monsoon,15:14:00,500381,3592933,12,
M119,10/25/09,2009,Post_Monsoon,12:34:00,500371,3592941,13,
M119,10/31/09,2009,Post_Monsoon,15:24:00,500371,3592941,0,
M119,11/8/09,2009,Winter,12:27:00,500371,3592941,0,
M119,11/14/09,2009,Winter,1301,500371,3592942,1,
M119,11/22/09,2009,Winter,14:44:00,500371,3592941,1,
M119,12/13/09,2009,Winter,11:56:00,500371,3592941,0,
M119,3/25/10,2010,Emergence,12:01:00,500412,3592885,69,
M119,4/5/10,2010,Emergence,13:44:00,500220,3592658,297,
M119,4/24/10,2010,Dry,11:28:00,500134,3592551,137,
M119,4/29/10,2010,Dry,10:14:00,500178,3592512,59,
M119,5/6/10,2010,Dry,15:44:00,500224,3592892,383,
M119,5/14/10,2010,Dry,13:24:00,500375,3592609,321,
M119,5/23/10,2010,Dry,12:06:00,500155,3592507,242,
M119,6/2/10,2010,Dry,17:10:00,500153,3592561,54,
M119,6/4/10,2010,Dry,16:27:00,500153,3592561,0,
M119,6/12/10,2010,Dry,9:50:00,500160,3592564,8,
M119,6/18/10,2010,Dry,8:16:00,500400,3592463,260,
M119,6/22/10,2010,Dry,21:08:00,500399,3592577,114,
M119,6/23/10,2010,Dry,10:25:00,500236,3592692,199,
M119,6/25/10,2010,Dry,6:52:00,500285,3592425,271,
M119,6/28/10,2010,Dry,22:18:00,500284,3592426,1,
M119,7/3/10,2010,Dry,20:18:00,500398,3592329,150,
M119,7/4/10,2010,Dry,20:27:00,500180,3592362,220,
M119,7/7/10,2010,Dry,22:59:00,500318,3592425,152,
M119,7/12/10,2010,Monsoon,20:32:00,500180,3592365,150,
M119,7/15/10,2010,Monsoon,22:14:00,500094,3592381,87,
M119,7/17/10,2010,Monsoon,1:09:00,500088,3592451,70,
M119,7/18/10,2010,Monsoon,8:01:00,500088,3592451,0,
M119,7/19/10,2010,Monsoon,21:26:00,500248,3592425,162,
M119,7/24/10,2010,Monsoon,0:43:00,500078,3592439,171,
M119,7/28/10,2010,Monsoon,22:25:00,500125,3592473,58,
M119,7/29/10,2010,Monsoon,20:28:00,500126,3592471,2,
M119,8/2/10,2010,Monsoon,0:03:00,500125,3592472,1,
M119,8/7/10,2010,Monsoon,19:12:00,500128,3592471,3,
M119,8/27/10,2010,Monsoon,0:09:00,500345,3592425,222,
M119,9/1/10,2010,Monsoon,22:25:00,500345,3592425,0,
M119,9/9/10,2010,Monsoon,11:20:00,500519,3592463,178,
F135,8/3/08,2008,Monsoon,7:45:00,501488,3592019,NA,
F135,8/4/08,2008,Monsoon,21:40:00,501419,3591978,80,
F135,8/11/08,2008,Monsoon,22:45:00,501410,3592081,103,
F135,8/12/08,2008,Monsoon,21:58:00,501417,3592116,36,
F135,8/25/08,2008,Monsoon,21:09:00,501419,3592114,3,
F135,8/29/08,2008,Monsoon,20:20:00,501410,3592076,39,
F135,9/5/08,2008,Monsoon,20:32:00,501474,3592109,72,
F135,9/11/08,2008,Monsoon,7:36:00,501478,3592108,4,
F135,9/18/08,2008,Monsoon,18:51:00,501343,3592002,172,
F135,9/24/08,2008,Monsoon,18:35:00,501365,3592074,75,
F135,9/29/08,2008,Monsoon,9:19:00,501437,3592046,77,
F135,10/5/08,2008,Post_Monsoon,6:59:00,501437,3592043,3,
F135,10/10/08,2008,Post_Monsoon,15:00:00,501439,3592142,99,
F135,10/17/08,2008,Post_Monsoon,12:37:00,501431,3592150,11,
F135,10/24/08,2008,Post_Monsoon,14:20:00,501437,3592139,13,
F135,11/8/08,2008,Post_Monsoon,11:55:00,501307,3592444,332,
F135,4/10/09,2009,Dry,1201,501431,3592151,318,
F135,4/13/09,2009,Dry,1654,501493,3592129,66,
F135,4/16/09,2009,Dry,1145,501320,3591984,226,
F135,4/17/09,2009,Dry,1055,501320,3591984,0,
F135,4/18/09,2009,Dry,1306,501298,3592068,87,
F135,4/27/09,2009,Dry,1500,501430,3592155,158,
F135,4/30/09,2009,Dry,1515,501522,3592039,148,
F135,5/11/09,2009,Dry,1053,501522,3592039,0,
F135,5/12/09,2009,Dry,1010,501522,3592039,0,
F135,5/13/09,2009,Dry,700,501522,3592039,0,
F135,5/14/09,2009,Dry,1001,501522,3592039,0,
F135,5/18/09,2009,Dry,1147,501501,3592016,31,
F135,5/19/09,2009,Dry,853,501501,3592016,0,
F135,5/20/09,2009,Dry,720,501501,3592016,0,
F135,5/22/09,2009,Dry,928,501501,3592016,0,
F135,5/23/09,2009,Dry,809,501501,3592016,0,
F135,5/25/09,2009,Dry,945,501499,3592013,4,
F135,5/25/09,2009,Dry,818,501501,3592016,0,
F135,6/3/09,2009,Dry,1705,501452,3592174,168,
F135,6/8/09,2009,Dry,1000,501443,3591953,221,
F135,6/8/09,2009,Dry,1342,501443,3591957,4,
F135,6/9/09,2009,Dry,758,501443,3591957,0,
F135,6/9/09,2009,Dry,2155,501445,3591992,35,
F135,6/17/09,2009,Dry,902,501300,3592150,214,
F135,6/26/09,2009,Dry,1731,501474,3592108,179,
F135,7/4/09,2009,Monsoon,7:02:00,501358,3592172,132,
F135,7/9/09,2009,Monsoon,1942,501291,3592055,135,
F135,7/10/09,2009,Monsoon,1900,501291,3592055,0,
F135,7/11/09,2009,Monsoon,41,501270,3592026,36,
F135,7/27/09,2009,Monsoon,21:09:00,501424,3591857,229,
F135,7/28/09,2009,Monsoon,20:47:00,501410,3591891,37,
F135,7/28/09,2009,Monsoon,23:01:00,501417,3591877,16,
F135,7/29/09,2009,Monsoon,19:55:00,501403,3591969,93,
F135,8/1/09,2009,Monsoon,2250,501223,3592020,187,
F135,8/2/09,2009,Monsoon,2202,501223,3592020,0,
F135,8/4/09,2009,Monsoon,2043,501295,3591986,80,
F135,8/5/09,2009,Monsoon,0:10:00,501324,3591977,30,
F135,8/10/09,2009,Monsoon,0:00:00,501299,3591984,26,
F135,8/10/09,2009,Monsoon,23:32:00,501303,3591990,7,
F135,8/11/09,2009,Monsoon,647,501295,3591986,9,
F135,8/13/09,2009,Monsoon,23:51:00,501487,3592162,260,
F135,8/19/09,2009,Monsoon,23:01:00,501309,3591970,262,
F135,8/25/09,2009,Monsoon,23:09:00,501388,3592106,157,
F135,8/27/09,2009,Monsoon,21:57:00,501341,3592002,114,
F135,8/29/09,2009,Monsoon,1:01:00,501411,3591887,135,
F135,9/1/09,2009,Monsoon,2125,501310,3592180,310,
F135,9/3/09,2009,Monsoon,2155,501310,3592180,0,
F135,9/4/09,2009,Monsoon,1820,501310,3592180,0,
F135,9/5/09,2009,Monsoon,1334,501310,3592180,0,
F135,9/6/09,2009,Monsoon,1513,501310,3592180,0,
F135,9/6/09,2009,Monsoon,1:47:00,501306,3592185,6,
F135,9/7/09,2009,Monsoon,1738,501310,3592180,6,
F135,9/9/09,2009,Monsoon,10:04:00,501313,3592181,3,
F135,9/11/09,2009,Monsoon,2220,501310,3592180,3,
F135,9/14/09,2009,Monsoon,21:14:00,501354,3592188,45,
F135,9/15/09,2009,Monsoon,22:08:00,501354,3592186,2,
F135,9/20/09,2009,Monsoon,906,501310,3592180,44,
F135,9/22/09,2009,Monsoon,22:01:00,501311,3592181,1,
F135,9/24/09,2009,Monsoon,10:15:00,501311,3592181,0,
F135,9/27/09,2009,Monsoon,10:45:00,501311,3592181,0,
F135,9/29/09,2009,Monsoon,21:36:00,501311,3592181,0,
F135,9/30/09,2009,Monsoon,19:58:00,501311,3592181,0,
F137,8/3/08,2008,Monsoon,9:04:00,501327,3592186,NA,
F137,8/4/08,2008,Monsoon,23:20:00,501465,3592237,147,
F137,8/6/08,2008,Monsoon,20:40:00,501530,3592195,77,
F137,8/12/08,2008,Monsoon,0:01:00,501282,3592356,296,
F137,8/25/08,2008,Monsoon,21:33:00,501438,3592238,196,
F137,8/29/08,2008,Monsoon,21:41:00,501539,3592302,120,
F137,9/5/08,2008,Monsoon,21:27:00,501560,3592293,23,
F137,9/11/08,2008,Monsoon,8:17:00,501612,3592297,52,
F137,9/18/08,2008,Monsoon,18:29:00,501356,3592365,265,
F137,9/26/08,2008,Monsoon,18:13:00,501300,3592389,61,
F137,9/29/08,2008,Monsoon,10:19:00,501601,3592292,316,
F137,10/5/08,2008,Post_Monsoon,7:37:00,501615,3592351,61,
F137,10/10/08,2008,Post_Monsoon,15:29:00,501608,3592362,13,
F137,10/17/08,2008,Post_Monsoon,13:12:00,501615,3592348,16,
F137,11/8/08,2008,Post_Monsoon,11:07:00,501346,3592430,281,
F137,4/9/09,2009,Dry,1600,501486,3592328,173,
F137,4/10/09,2009,Dry,957,501631,3592272,155,
F137,4/13/09,2009,Dry,1620,501626,3592279,9,
F137,4/30/09,2009,Dry,1535,501334,3592204,301,
F137,5/11/09,2009,Dry,1118,501460,3592207,126,
F137,5/12/09,2009,Dry,1035,501455,3592299,92,
F137,5/18/09,2009,Dry,1716,501455,3592299,0,
F137,5/19/09,2009,Dry,1350,501443,3592231,69,
F137,5/25/09,2009,Dry,1306,501316,3592416,224,
F137,6/13/09,2009,Dry,1411,501312,3592336,80,
F137,6/17/09,2009,Dry,930,501293,3592369,38,
F137,6/26/09,2009,Dry,1703,501556,3592285,276,
F137,7/4/09,2009,Monsoon,7:47:00,501681,3592365,148,
F137,7/19/09,2009,Monsoon,1923,501444,3592233,271,
F137,7/27/09,2009,Monsoon,22:06:00,501371,3592364,150,
F137,7/28/09,2009,Monsoon,0:43:00,501399,3592274,94,
F137,7/29/09,2009,Monsoon,22:05:00,501438,3592248,47,
F137,8/11/09,2009,Monsoon,707,501440,3592247,2,
F137,8/21/09,2009,Monsoon,2:19:00,501593,3592349,184,
F137,9/5/09,2009,Monsoon,3:07:00,501598,3592357,9,
F137,9/9/09,2009,Monsoon,19:45:00,501596,3592358,2,
F137,9/15/09,2009,Monsoon,19:36:00,501643,3592357,47,
F137,9/22/09,2009,Monsoon,21:42:00,501596,3592360,47,
F137,9/23/09,2009,Monsoon,22:30:00,501612,3592278,84,
F137,9/29/09,2009,Monsoon,21:21:00,501648,3592367,96,
F137,9/30/09,2009,Monsoon,19:21:00,501648,3592367,0,
F137,10/6/09,2009,Post_Monsoon,14:03:00,501648,3592367,0,
F137,10/9/09,2009,Post_Monsoon,19:43:00,501555,3592293,119,
F137,10/18/09,2009,Post_Monsoon,19:24:00,501555,3592292,1,
F137,10/25/09,2009,Post_Monsoon,14:53:00,501345,3592431,252,
F137,10/31/09,2009,Post_Monsoon,12:43:00,501345,3592431,0,
F137,11/8/09,2009,Winter,11:34:00,501345,3592431,0,
F137,11/14/09,2009,Winter,1154,501346,3592433,2,
F137,11/22/09,2009,Winter,14:00:00,501345,3592431,2,
F137,12/13/09,2009,Winter,11:19:00,501345,3592431,0,
F137,3/25/10,2010,Emergence,14:47:00,501316,3592398,44,
F137,4/5/10,2010,Emergence,17:49:00,501616,3592291,319,
F137,4/24/10,2010,Dry,15:22:00,501476,3592142,204,
F137,5/6/10,2010,Dry,10:30:00,501474,3592142,2,
F137,5/14/10,2010,Dry,10:50:00,501553,3592290,168,
F137,5/23/10,2010,Dry,15:23:00,501338,3592310,216,
F137,6/2/10,2010,Dry,20:26:00,501563,3592341,227,
F137,6/4/10,2010,Dry,21:45:00,501610,3592307,58,
F137,6/14/10,2010,Dry,11:10:00,501451,3592310,159,
F137,6/17/10,2010,Dry,21:03:00,501335,3592350,123,
F137,6/22/10,2010,Dry,19:56:00,501446,3592231,163,
F137,6/25/10,2010,Dry,18:54:00,501443,3592169,62,
F137,6/26/10,2010,Dry,19:46:00,501446,3592234,65,
F137,6/28/10,2010,Dry,21:13:00,501363,3592157,113,
F137,6/29/10,2010,Dry,20:45:00,501424,3592204,77,
F137,7/3/10,2010,Dry,21:05:00,501444,3592217,24,
F137,7/3/10,2010,Dry,0:19:00,501447,3592209,9,
F137,7/4/10,2010,Dry,18:50:00,501452,3592216,9,
F137,7/6/10,2010,Dry,22:39:00,501426,3592335,122,
F137,7/7/10,2010,Dry,20:52:00,501380,3592357,51,
F137,7/13/10,2010,Monsoon,20:04:00,501347,3592311,57,
F137,7/18/10,2010,Monsoon,21:13:00,501584,3592323,237,
F137,7/24/10,2010,Monsoon,7:22:00,501641,3592370,74,
F137,7/25/10,2010,Monsoon,22:44:00,501416,3592419,230,
F137,7/26/10,2010,Monsoon,19:04:00,501379,3592394,45,
F137,7/28/10,2010,Monsoon,20:28:00,501353,3592318,80,
F137,7/29/10,2010,Monsoon,23:59:00,501351,3592322,4,
F137,7/30/10,2010,Monsoon,9:44:00,501341,3592315,12,
F137,7/31/10,2010,Monsoon,20:52:00,501342,3592311,4,
F137,8/1/10,2010,Monsoon,22:03:00,501358,3592342,35,
F137,8/2/10,2010,Monsoon,20:11:00,501433,3592285,94,
F137,8/16/10,2010,Monsoon,21:43:00,501341,3592388,138,
F137,8/23/10,2010,Monsoon,21:21:00,501594,3592346,256,
F137,9/5/10,2010,Monsoon,17:19:00,501383,3592329,212,
F137,9/9/10,2010,Monsoon,9:33:00,501491,3592332,108,
F137,9/16/10,2010,Monsoon,20:16:00,501332,3592389,169,
F137,9/17/10,2010,Monsoon,19:51:00,501332,3592389,0,
F137,9/23/10,2010,Monsoon,19:49:00,501304,3592417,40,
F137,9/26/10,2010,Monsoon,20:07:00,501304,3592417,0,
F137,9/27/10,2010,Monsoon,20:33:00,501304,3592417,0,
F137,10/1/10,2010,Post_Monsoon,17:32:00,501340,3592385,48,
F137,10/13/10,2010,Post_Monsoon,15:27:00,501334,3592378,9,
F137,10/19/10,2010,Post_Monsoon,14:49:00,501336,3592386,8,
F137,10/22/10,2010,Post_Monsoon,13:32:00,501336,3592386,0,
F137,11/1/10,2010,Post_Monsoon,13:34:00,501328,3592385,8,
F137,1/2/11,2011,,13:15:00,501302,3592398,29,
F137,4/1/11,2011,Dry,15:05:00,501574,3592321,283,
F137,4/11/11,2011,Dry,11:19:00,501544,3592308,33,
F137,4/19/11,2011,Dry,10:59:00,501296,3592375,257,
F137,4/29/11,2011,Dry,10:26:00,501334,3592383,39,
F137,5/12/11,2011,Dry,11:57:00,501321,3592388,14,
F137,5/16/11,2011,Dry,11:04:00,501275,3592291,107,
F137,5/20/11,2011,Dry,11:46:00,501567,3592339,296,
F137,5/27/11,2011,Dry,12:14:00,501377,3592391,197,
F137,6/13/11,2011,Dry,11:24:00,501594,3592357,220,
F137,7/25/11,2011,Monsoon,17:27:00,501331,3592376,264,
F137,8/2/11,2011,Monsoon,19:38:00,501338,3592385,11,
F137,8/6/11,2011,Monsoon,10:08:00,501338,3592386,1,
F137,8/7/11,2011,Monsoon,7:46:00,501336,3592384,3,
F137,8/8/11,2011,Monsoon,0:21:00,501336,3592384,0,
F137,8/9/11,2011,Monsoon,11:18:00,501478,3592283,174,
F137,8/11/11,2011,Monsoon,17:01:00,501387,3592162,151,
F137,8/14/11,2011,Monsoon,8:31:00,501336,3592374,218,
F137,8/16/11,2011,Monsoon,18:07:00,501353,3592176,199,
F137,8/23/11,2011,Monsoon,16:12:00,501432,3592249,108,
F137,8/25/11,2011,Monsoon,19:26:00,501438,3592246,7,
F137,9/1/11,2011,Monsoon,19:28:00,501431,3592224,23,
F137,9/5/11,2011,Monsoon,9:14:00,501445,3592236,18,
F137,9/8/11,2011,Monsoon,18:40:00,501442,3592238,4,
F137,9/12/11,2011,Monsoon,17:36:00,501447,3592240,5,
F137,9/20/11,2011,Monsoon,17:06:00,501333,3592374,176,
F137,9/22/11,2011,Monsoon,18:23:00,501334,3592378,4,
F137,10/1/11,2011,Post_Monsoon,10:01:00,501312,3592423,50,
F137,10/7/11,2011,Post_Monsoon,15:27:00,501315,3592420,4,
F137,11/19/11,2011,Post_Monsoon,11:20:00,501299,3592417,16,
F137,11/28/11,2011,Winter,12:46:00,501301,3592413,4,
F137,12/6/11,2011,Winter,15:39:00,501301,3592413,0,
F137,12/27/11,2011,Winter,10:55:00,501301,3592413,0,
F137,1/18/12,2012,Winter,13:53:00,501343,3592391,47,
F137,1/24/12,2012,Winter,12:53:00,501343,3592391,0,
F137,2/1/12,2012,Winter,11:40:00,501343,3592391,0,
F137,2/17/12,2012,Winter,15:58:00,501343,3592391,0,
F137,2/29/12,2012,,16:13:00,501340,3592393,4,
F137,3/10/12,2012,Emergence,14:22:00,501345,3592394,5,
F137,3/14/12,2012,Emergence,10:57:00,501342,3592392,4,
F137,3/22/12,2012,Emergence,16:03:00,501360,3592373,26,
F137,3/27/12,2012,Emergence,14:36:00,501500,3592225,204,
F137,4/5/12,2012,Dry,7:43:00,501387,3592385,196,
F137,4/13/12,2012,Dry,18:09:00,501386,3592383,2,
F137,4/21/12,2012,Dry,8:30:00,501317,3592289,117,
F137,4/22/12,2012,Dry,18:44:00,501557,3592269,241,
M14,5/2/07,2007,Dry,1855,501225,3592609,NA,
M14,5/3/07,2007,Dry,750,501225,3592609,0,
M14,5/6/07,2007,Dry,1854,501114,3592751,180,
M14,5/8/07,2007,Dry,900,501114,3592751,0,
M14,5/19/07,2007,Dry,1943,501225,3592614,176,
M14,5/24/07,2007,Dry,1904,501211,3592526,89,
M14,6/1/07,2007,Dry,1920,501196,3592591,67,
M14,6/21/07,2007,Dry,2031,501069,3592562,130,
M14,6/27/07,2007,Dry,1947,501118,3592722,167,
M14,7/3/07,2007,Dry,2022,501242,3592590,181,
M14,7/5/07,2007,Dry,2145,501102,3592685,169,
M14,8/1/07,2007,Monsoon,2331,501006,3592813,160,
M14,8/19/07,2007,Monsoon,1845,501289,3592706,303,
M14,8/22/07,2007,Monsoon,1940,501148,3592756,150,
M14,8/27/07,2007,Monsoon,2342,501048,3592719,107,
M14,8/15/11,2011,Monsoon,10:20:00,501373,3592755,327,
M14,8/16/11,2011,Monsoon,19:52:00,501219,3592819,167,
M14,8/20/11,2011,Monsoon,19:25:00,501476,3592766,262,
M14,8/23/11,2011,Monsoon,17:35:00,501190,3592543,363,
M14,8/27/11,2011,Monsoon,19:42:00,501494,3592735,360,
M14,9/1/11,2011,Monsoon,16:13:00,501357,3592772,142,
M14,10/1/11,2011,Post_Monsoon,11:12:00,501255,3592617,186,
M14,10/7/11,2011,Post_Monsoon,18:36:00,501267,3592620,12,
M14,10/11/11,2011,Post_Monsoon,16:01:00,501266,3592618,2,
M14,10/14/11,2011,Post_Monsoon,16:46:00,501261,3592621,6,
M14,11/27/11,2011,Winter,16:31:00,501176,3592558,106,
M14,12/6/11,2011,Winter,16:03:00,501176,3592558,0,
M14,12/27/11,2011,Winter,10:25:00,501176,3592558,0,
M14,1/18/12,2012,Winter,13:05:00,501176,3592558,0,
M14,1/24/12,2012,Winter,13:14:00,501176,3592558,0,
M14,2/1/12,2012,Winter,12:10:00,501176,3592558,0,
M14,2/17/12,2012,,14:20:00,501173,3592561,4,
M14,2/29/12,2012,,17:19:00,501375,3592752,278,
M14,3/10/12,2012,Emergence,12:55:00,501381,3592682,70,
M14,3/14/12,2012,Emergence,10:03:00,501298,3592697,84,
M14,3/22/12,2012,Emergence,14:03:00,501298,3592697,0,
M14,3/30/12,2012,Emergence,12:14:00,501549,3592761,259,
M14,4/4/12,2012,Dry,15:05:00,501300,3592699,257,
M14,4/13/12,2012,Dry,14:43:00,501199,3592723,104,
M14,4/21/12,2012,Dry,12:10:00,501519,3592796,328,
M14,4/26/12,2012,Dry,8:50:00,501129,3592726,396,
F146,3/14/09,2009,Emergence,Morning,500920,3592553,NA,
F146,3/28/09,2009,Emergence,N/A,501076,3592494,167,
F146,4/9/09,2009,Dry,1215,500845,3592448,236,
F146,4/16/09,2009,Dry,1243,501089,3592503,250,
F146,4/23/09,2009,Dry,1425,500845,3592666,293,
F146,4/30/09,2009,Dry,820,500924,3592623,90,
F146,5/11/09,2009,Dry,1129,501049,3592519,163,
F146,5/12/09,2009,Dry,1207,500867,3592623,210,
F146,5/12/09,2009,Dry,1842,500846,3592613,23,
F146,5/19/09,2009,Dry,1216,501049,3592623,203,
F146,5/25/09,2009,Dry,1446,500796,3592667,257,
F146,6/4/09,2009,Dry,1158,501100,3592543,328,
F146,6/8/09,2009,Dry,1142,500841,3592647,279,
F146,6/9/09,2009,Dry,922,501105,3592544,283,
F146,6/10/09,2009,Dry,1100,500735,3592639,382,
F146,6/17/09,2009,Dry,1210,500978,3592373,360,
F146,6/26/09,2009,Dry,1452,501045,3592341,74,
F146,7/4/09,2009,Monsoon,7:49:00,500788,3592659,409,
F146,7/9/09,2009,Monsoon,21:05:00,500811,3592690,39,
F146,7/10/09,2009,Monsoon,0:35:00,500775,3592635,66,
F146,7/20/09,2009,Monsoon,1605,500978,3592365,338,
F146,7/26/09,2009,Monsoon,21:12:00,500764,3592823,506,
F146,8/1/09,2009,Monsoon,2349,500722,3592743,90,
F146,8/11/09,2009,Monsoon,847,501032,3592542,369,
F146,8/16/09,2009,Monsoon,22:58:00,501048,3592545,16,
F146,8/25/09,2009,Monsoon,22:16:00,501033,3592552,17,
F146,8/29/09,2009,Monsoon,23:29:00,501033,3592552,0,
F146,8/30/09,2009,Monsoon,10:01:00,501033,3592552,0,
F146,9/3/09,2009,Monsoon,2245,501032,3592545,7,
F146,9/4/09,2009,Monsoon,1837,501032,3592545,0,
F146,9/9/09,2009,Monsoon,20:13:00,501033,3592552,7,
F146,9/15/09,2009,Monsoon,20:19:00,501033,3592552,0,
F146,9/23/09,2009,Monsoon,10:15:00,501054,3592555,21,
F146,9/30/09,2009,Monsoon,9:14:00,501046,3592554,8,
F146,10/6/09,2009,Post_Monsoon,17:54:00,501091,3592592,59,
F146,10/10/09,2009,Post_Monsoon,15:52:00,501089,3592591,2,
F146,10/18/09,2009,Post_Monsoon,18:02:00,501089,3592591,0,
F146,10/25/09,2009,Post_Monsoon,13:23:00,501089,3592591,0,
F146,10/31/09,2009,Post_Monsoon,12:04:00,501089,3592591,0,
F146,11/8/09,2009,Post_Monsoon,15:55:00,501024,3592543,81,
F146,11/14/09,2009,Post_Monsoon,1206,501031,3592540,8,
F146,11/29/09,2009,Winter,14:53:00,501087,3592503,67,
F146,12/13/09,2009,Winter,14:36:00,501087,3592503,0,
F146,3/25/10,2010,Winter,17:48:00,501087,3592503,0,
F146,4/5/10,2010,Emergence,16:09:00,501024,3592348,167,
F146,4/24/10,2010,Dry,16:14:00,500745,3592822,550,
F146,5/6/10,2010,Dry,16:23:00,500735,3592788,35,
F146,5/14/10,2010,Dry,15:25:00,500854,3592654,179,
F146,6/4/10,2010,Dry,9:01:00,500970,3592578,139,
F146,6/16/10,2010,Dry,22:50:00,500833,3592709,190,
F146,6/21/10,2010,Dry,21:14:00,500873,3592675,52,
F146,6/25/10,2010,Dry,8:17:00,500877,3592649,26,
F147,4/9/09,2009,Dry,1056,501248,3592444,NA,
F147,4/10/09,2009,Dry,1231,501248,3592444,0,
F147,4/13/09,2009,Dry,1450,501248,3592444,0,
F147,4/16/09,2009,Dry,1715,501290,3592591,153,
F147,4/18/09,2009,Dry,1228,501290,3592591,0,
F147,4/20/09,2009,Dry,945,501290,3592591,0,
F147,4/21/09,2009,Dry,1002,501290,3592591,0,
F147,4/22/09,2009,Dry,1100,501290,3592591,0,
F147,4/23/09,2009,Dry,1122,501554,3592583,264,
F147,4/25/09,2009,Dry,1740,501426,3592155,447,
F147,4/26/09,2009,Dry,1118,501431,3592154,5,
F147,4/26/09,2009,Dry,1749,501428,3592153,3,
F147,4/27/09,2009,Dry,857,501428,3592153,0,
F147,4/27/09,2009,Dry,1600,501442,3592108,47,
F147,4/30/09,2009,Dry,1000,501258,3592544,473,
F147,5/11/09,2009,Dry,1318,501268,3592619,76,
F147,5/12/09,2009,Dry,1008,501268,3592619,0,
F147,5/13/09,2009,Dry,724,501268,3592619,0,
F147,5/19/09,2009,Dry,1824,501098,3592489,214,
F147,6/3/09,2009,Dry,1644,501605,3592492,507,
F147,6/8/09,2009,Dry,1042,501233,3592454,374,
F147,6/8/09,2009,Dry,1517,501233,3592464,10,
F147,6/9/09,2009,Dry,939,501233,3592464,0,
F147,6/10/09,2009,Dry,940,501299,3592381,106,
F147,6/17/09,2009,Dry,1120,501344,3592419,59,
F147,6/26/09,2009,Dry,1355,501421,3592422,77,
F147,7/4/09,2009,Monsoon,8:34:00,501456,3592165,259,
F147,7/7/09,2009,Monsoon,2242,501472,3592489,324,
F147,7/7/09,2009,Monsoon,23:01:00,501472,3592488,1,
F147,7/20/09,2009,Monsoon,1511,501597,3592531,132,
