LIZARDNUMBER,DATE,YEAR,SEASON,TIME,EASTING,NORTHING,Distance Moved (m),
F147,8/4/09,2009,Monsoon,1825,501639,3592521,43,
F147,8/5/09,2009,Monsoon,2148,501639,3592521,0,
F147,8/6/09,2009,Monsoon,2008,501661,3592489,39,
F147,8/11/09,2009,Monsoon,2:08:00,501647,3592529,42,
F147,8/20/09,2009,Monsoon,20:02:00,501707,3592449,100,
F147,8/24/09,2009,Monsoon,21:51:00,501668,3592556,114,
F147,8/29/09,2009,Monsoon,21:27:00,501666,3592551,5,
F147,8/30/09,2009,Monsoon,8:57:00,501666,3592551,0,
F147,9/1/09,2009,Monsoon,2024,501665,3592554,3,
F147,9/2/09,2009,Monsoon,1948,501665,3592554,0,
F147,9/4/09,2009,Monsoon,2055,501665,3592554,0,
F147,9/5/09,2009,Monsoon,1425,501665,3592554,0,
F147,9/6/09,2009,Monsoon,1545,501665,3592554,0,
F147,9/7/09,2009,Monsoon,1838,501665,3592554,0,
F147,9/9/09,2009,Monsoon,21:59:00,501666,3592553,1,
F147,9/15/09,2009,Monsoon,7:43:00,501702,3592559,36,
F147,9/20/09,2009,Monsoon,700,501702,3592559,0,
F147,9/23/09,2009,Monsoon,8:24:00,501702,3592559,0,
F147,9/24/09,2009,Monsoon,9:51:00,501631,3592525,79,
F147,9/30/09,2009,Monsoon,8:24:00,501704,3592451,104,
F147,10/6/09,2009,Post_Monsoon,14:38:00,501662,3592378,84,
F147,10/6/09,2009,Post_Monsoon,19:34:00,501665,3592377,3,
F147,10/10/09,2009,Post_Monsoon,11:41:00,501657,3592375,8,
F147,10/18/09,2009,Post_Monsoon,19:01:00,501657,3592375,0,
F147,10/25/09,2009,Post_Monsoon,14:05:00,501657,3592375,0,
F147,10/31/09,2009,Post_Monsoon,13:04:00,501657,3592375,0,
F147,11/8/09,2009,Post_Monsoon,14:27:00,501648,3592514,139,
F147,11/14/09,2009,Post_Monsoon,1111,501644,3592516,4,
F147,11/22/09,2009,Winter,16:43:00,501648,3592514,4,
F147,11/29/09,2009,Winter,15:20:00,501648,3592514,0,
F147,12/13/09,2009,Winter,14:57:00,501642,3592514,6,
F147,12/22/09,2009,Winter,11:36:00,501641,3592512,2,
F147,3/27/10,2010,Emergence,18:02:00,501613,3592509,28,
F147,4/5/10,2010,Emergence,18:36:00,501246,3592413,379,
F147,4/9/10,2010,Emergence,17:38:00,501585,3592488,347,
F147,5/6/10,2010,Dry,11:19:00,501602,3592632,145,
F147,5/14/10,2010,Dry,12:41:00,501433,3592681,176,
F147,5/23/10,2010,Dry,11:18:00,501200,3592724,237,
F147,6/2/10,2010,Dry,15:54:00,501186,3592741,22,
F147,6/11/10,2010,Dry,18:21:00,501613,3592309,607,
F147,6/21/10,2010,Dry,20:16:00,501677,3592526,226,
F147,6/23/10,2010,Dry,0:14:00,501662,3592521,16,
F147,6/23/10,2010,Dry,21:43:00,501646,3592510,19,
F147,6/27/10,2010,Dry,20:33:00,501646,3592510,0,
F147,7/2/10,2010,Dry,21:39:00,501311,3592539,336,
F147,7/6/10,2010,Dry,21:46:00,501311,3592610,71,
F147,7/7/10,2010,Dry,21:32:00,501323,3592563,49,
F147,7/8/10,2010,Dry,1:32:00,501318,3592533,30,
F147,7/15/10,2010,Monsoon,8:37:00,501681,3592459,370,
F147,7/18/10,2010,Monsoon,20:47:00,501443,3592246,319,
F147,7/23/10,2010,Monsoon,22:24:00,501440,3592486,240,
F147,7/25/10,2010,Monsoon,22:28:00,501383,3592425,83,
F147,7/26/10,2010,Monsoon,19:26:00,501373,3592429,11,
F147,8/1/10,2010,Monsoon,20:05:00,501390,3592599,171,
F147,8/17/10,2010,Monsoon,10:03:00,501228,3592396,260,
F147,8/18/10,2010,Monsoon,19:34:00,501223,3592403,9,
F147,8/24/10,2010,Monsoon,8:10:00,501273,3592506,114,
F147,9/6/10,2010,Monsoon,6:28:00,501276,3592507,3,
F147,9/9/10,2010,Monsoon,10:23:00,501281,3592509,5,
F147,9/16/10,2010,Monsoon,18:59:00,501268,3592503,14,
F147,9/17/10,2010,Monsoon,19:03:00,501268,3592503,0,
F147,9/23/10,2010,Monsoon,19:15:00,501268,3592503,0,
F147,9/26/10,2010,Monsoon,19:44:00,501268,3592503,0,
F147,9/27/10,2010,Monsoon,20:16:00,501268,3592497,6,
F147,10/1/10,2010,Post_Monsoon,16:44:00,501268,3592497,0,
F147,10/8/10,2010,Post_Monsoon,10:56:00,501266,3592499,3,
F147,10/19/10,2010,Post_Monsoon,13:10:00,501269,3592497,4,
F147,10/22/10,2010,Post_Monsoon,12:39:00,501269,3592497,0,
F147,1/27/11,2011,Winter,12:07:00,501302,3592459,50,
F147,2/26/11,2011,Emergence,14:44:00,501302,3592459,0,
F147,3/25/11,2011,Emergence,18:50:00,501639,3592334,359,
F147,4/11/11,2011,Dry,10:40:00,501643,3592332,4,
F147,4/29/11,2011,Dry,10:55:00,501353,3592317,290,
F147,5/12/11,2011,Dry,14:09:00,501200,3592725,436,
F147,5/16/11,2011,Dry,15:52:00,501769,3592384,663,
F147,5/20/11,2011,Dry,11:08:00,501601,3592631,299,
F147,5/27/11,2011,Dry,8:44:00,501425,3592491,225,
F147,6/13/11,2011,Dry,11:37:00,501713,3592423,296,
F147,7/8/11,2011,Monsoon,10:32:00,501368,3592147,442,
F147,8/4/11,2011,Monsoon,16:06:00,501277,3592427,294,
F147,8/7/11,2011,Monsoon,8:56:00,501275,3592426,2,
F147,8/13/11,2011,Monsoon,12:14:00,501220,3592454,62,
F147,8/23/11,2011,Monsoon,16:22:00,501436,3592245,301,
F147,9/5/11,2011,Monsoon,9:48:00,501404,3592235,34,
F147,9/13/11,2011,Monsoon,18:21:00,501438,3592248,36,
F147,9/22/11,2011,Monsoon,18:03:00,501444,3592249,6,
F147,10/1/11,2011,Post_Monsoon,10:23:00,501443,3592249,1,
F147,10/7/11,2011,Post_Monsoon,15:52:00,501440,3592248,3,
F147,11/19/11,2011,Post_Monsoon,10:54:00,501312,3592461,249,
F147,11/28/11,2011,Winter,12:27:00,501312,3592457,4,
F147,12/6/11,2011,Winter,15:16:00,501312,3592457,0,
F147,12/27/11,2011,Winter,10:45:00,501312,3592457,0,
F147,1/18/12,2012,Winter,13:37:00,501326,3592403,56,
F147,1/24/12,2012,Winter,12:44:00,501326,3592403,0,
F147,2/1/12,2012,Winter,11:30:00,501326,3592403,0,
F147,2/17/12,2012,Winter,15:44:00,501326,3592403,0,
F147,2/29/12,2012,Emergence,15:52:00,501251,3592441,84,
F147,3/10/12,2012,Emergence,13:47:53,501251,3592441,0,
F147,3/14/12,2012,Emergence,11:48:14,501252,3592411,30,
F147,3/22/12,2012,Emergence,16:22:00,501416,3592414,164,
F147,3/30/12,2012,Emergence,14:12:00,501627,3592315,233,
F147,4/5/12,2012,Dry,8:11:00,501432,3592480,255,
F147,4/13/12,2012,Dry,17:46:00,501336,3592352,160,
F147,4/21/12,2012,Dry,10:52:00,501358,3592712,361,
F147,4/22/12,2012,Dry,18:11:00,501600,3592249,522,
F147,5/11/12,2012,Dry,8:33:00,501485,3592592,362,
F147,5/23/12,2012,Dry,22:25:00,501245,3592572,241,
F147,5/27/12,2012,Dry,8:49:00,501245,3592571,1,
F147,5/31/12,2012,Dry,18:42:00,501244,3592574,3,
F147,6/7/12,2012,Dry,21:30:00,501577,3592337,409,
F147,6/14/12,2012,Dry,13:13:00,501269,3592515,356,
F147,6/22/12,2012,Dry,14:16:00,501283,3592451,66,
F147,7/5/12,2012,Monsoon,12:43:00,501503,3592333,250,
F147,7/10/12,2012,Monsoon,8:06:00,501269,3592515,296,
F147,7/12/12,2012,Monsoon,11:05:00,501657,3592510,388,
F147,7/16/12,2012,Monsoon,11:47:00,501340,3592305,378,
F147,7/17/12,2012,Monsoon,21:46:00,501555,3592485,280,
F147,7/20/12,2012,Monsoon,19:57:00,501488,3592327,172,
F147,7/23/12,2012,Monsoon,16:27:00,501429,3592327,59,
F147,7/25/12,2012,Monsoon,12:55:00,501388,3592350,47,
F147,7/27/12,2012,Monsoon,10:48:00,501217,3592210,221,
F147,7/30/12,2012,Monsoon,19:26:00,501357,3592359,204,
F147,8/1/12,2012,Monsoon,8:38:00,501255,3592167,217,
F147,8/3/12,2012,Monsoon,9:33:00,501708,3592432,525,
F147,8/10/12,2012,Monsoon,14:17:00,501401,3592692,402,
F147,8/15/12,2012,Monsoon,8:50:00,501402,3592688,4,
F147,8/17/12,2012,Monsoon,10:26:00,501444,3592323,367,
F147,8/22/12,2012,Monsoon,20:22:00,501637,3592392,205,
F147,8/27/12,2012,Monsoon,11:20:00,501265,3592418,373,
F147,9/2/12,2012,Monsoon,9:28:00,501431,3592320,193,
F147,9/7/12,2012,Monsoon,13:05:00,501431,3592331,11,
F147,9/20/12,2012,Monsoon,13:28:00,501661,3592382,236,
F147,9/26/12,2012,Monsoon,16:31:00,501704,3592443,75,
F147,9/29/12,2012,Monsoon,22:22:00,501660,3592383,74,
F147,10/5/12,2012,Post_Monsoon,16:01:00,501662,3592385,3,
F147,10/17/12,2012,Post_Monsoon,16:00:00,501662,3592385,0,
F147,10/24/12,2012,Post_Monsoon,18:30:00,501288,3592408,375,
F147,11/3/12,2012,Winter,12:58:00,501288,3592408,0,
F147,11/11/12,2012,Winter,13:48:00,501288,3592408,0,
F147,11/26/12,2012,Winter,15:56:00,501288,3592408,0,
F147,12/8/12,2012,Winter,12:10:00,501288,3592408,0,
F147,12/17/12,2012,Winter,10:39:00,501288,3592408,0,
F147,12/21/12,2012,Winter,13:58:00,501287,3592410,2,
F147,12/28/12,2012,Winter,12:52:00,501287,3592410,0,
F147,1/10/13,2013,Winter,15:34:00,501272,3592395,21,
F147,1/25/13,2013,Winter,13:10:00,501272,3592395,0,
F147,2/7/13,2013,Emergence,14:56:00,501270,3592391,4,
F147,2/21/13,2013,Emergence,14:49:00,501270,3592355,36,
F147,3/10/13,2013,Emergence,13:48:00,501270,3592355,0,
F147,3/21/13,2013,Emergence,14:40:00,501424,3592335,155,
F200,7/18/10,2010,Monsoon,21:44:00,499393,3592294,NA,
F200,7/19/10,2010,Monsoon,0:48:00,499393,3592294,0,
F200,7/20/10,2010,Monsoon,20:22:00,499395,3592300,6,
F200,7/22/10,2010,Monsoon,22:47:00,499393,3592293,7,
F200,7/22/10,2010,Monsoon,8:59:00,499393,3592296,3,
F200,7/23/10,2010,Monsoon,9:04:00,499358,3592308,37,
F200,7/24/10,2010,Monsoon,7:51:00,499412,3592292,56,
F200,7/25/10,2010,Monsoon,20:39:00,499386,3592272,33,
F200,7/26/10,2010,Monsoon,21:39:00,499354,3592311,50,
F200,7/29/10,2010,Monsoon,8:06:00,499435,3592260,96,
F200,7/31/10,2010,Monsoon,22:31:00,499401,3592332,80,
F200,8/1/10,2010,Monsoon,22:46:00,499405,3592272,60,
F200,8/2/10,2010,Monsoon,19:05:00,499408,3592272,3,
F200,8/5/10,2010,Monsoon,21:44:00,499424,3592395,124,
F200,8/8/10,2010,Monsoon,11:29:00,499399,3592330,70,
F200,8/17/10,2010,Monsoon,21:53:00,499410,3592291,41,
F200,8/18/10,2010,Monsoon,8:20:00,499408,3592291,2,
F200,8/18/10,2010,Monsoon,21:53:00,499412,3592289,4,
F200,8/22/10,2010,Monsoon,23:15:00,499264,3592298,148,
F200,8/23/10,2010,Monsoon,23:00:00,499233,3592332,46,
F200,8/24/10,2010,Monsoon,8:56:00,499232,3592333,1,
F200,9/1/10,2010,Monsoon,20:49:00,499304,3592421,114,
F200,9/9/10,2010,Monsoon,8:12:00,499423,3592393,122,
F200,9/15/10,2010,Monsoon,8:04:00,499440,3592259,135,
F200,9/17/10,2010,Monsoon,21:41:00,499440,3592259,0,
F200,9/23/10,2010,Monsoon,18:41:00,499347,3592431,196,
F200,9/27/10,2010,Monsoon,11:19:00,499347,3592431,0,
F200,9/28/10,2010,Monsoon,8:42:00,499327,3592439,22,
F200,10/1/10,2010,Post_Monsoon,18:34:00,499347,3592431,22,
F200,10/11/10,2010,Post_Monsoon,14:18:00,499314,3592731,302,
F200,10/19/10,2010,Post_Monsoon,16:42:00,499315,3592738,7,
F200,10/22/10,2010,Post_Monsoon,14:55:00,499315,3592738,0,
F200,10/29/10,2010,Post_Monsoon,17:35:00,499315,3592733,5,
F200,11/12/10,2010,Post_Monsoon,13:55:00,499309,3592740,9,
F200,1/12/11,2011,Winter,10:22:00,499293,3592697,46,
F200,3/25/11,2011,Emergence,16:12:00,499515,3592468,319,
F200,4/12/11,2011,Dry,10:30:00,499331,3592676,278,
F200,4/16/11,2011,Dry,14:52:00,499388,3592363,318,
F200,4/29/11,2011,Dry,11:51:00,499325,3592403,75,
F200,5/12/11,2011,Dry,15:33:00,499275,3592376,57,
F200,5/16/11,2011,Dry,7:12:00,499274,3592383,7,
F200,5/20/11,2011,Dry,17:18:00,499501,3592354,229,
F200,5/27/11,2011,Dry,13:05:00,499329,3592262,195,
F200,6/13/11,2011,Dry,10:45:00,499329,3592262,0,
F200,7/8/11,2011,Monsoon,10:07:00,499454,3592372,167,
F200,7/25/11,2011,Monsoon,15:59:00,499418,3592433,71,
F200,8/4/11,2011,Monsoon,11:39:00,499236,3592346,202,
F200,8/7/11,2011,Monsoon,10:21:00,499243,3592397,51,
F200,8/11/11,2011,Monsoon,16:20:00,499279,3592271,131,
F200,8/13/11,2011,Monsoon,10:52:00,499278,3592276,5,
F200,8/16/11,2011,Monsoon,14:33:00,499429,3592386,187,
F200,8/20/11,2011,Monsoon,16:59:00,499322,3592385,107,
F200,8/27/11,2011,Monsoon,17:51:00,499373,3592513,138,
F200,9/4/11,2011,Monsoon,17:23:00,499401,3592274,241,
F200,9/13/11,2011,Monsoon,15:06:00,499404,3592479,205,
F200,9/22/11,2011,Monsoon,19:35:00,499454,3592484,50,
F200,10/1/11,2011,Post_Monsoon,11:52:00,499454,3592484,0,
F200,10/7/11,2011,Post_Monsoon,19:20:00,499454,3592484,0,
F200,11/19/11,2011,Post_Monsoon,9:13:00,499347,3592691,233,
F200,11/27/11,2011,Post_Monsoon,12:28:00,499354,3592700,11,
F200,12/5/11,2011,Post_Monsoon,10:33:00,499354,3592700,0,
F200,12/27/11,2011,Post_Monsoon,9:10:00,499354,3592700,0,
F214,7/24/10,2010,Monsoon,0:14:00,502658,3592160,NA,
F214,7/25/10,2010,Monsoon,20:07:00,502713,3592146,57,
F214,7/26/10,2010,Monsoon,18:14:00,502711,3592146,2,
F214,7/29/10,2010,Monsoon,23:08:00,502682,3591949,199,
F214,7/31/10,2010,Monsoon,23:25:00,502689,3592212,263,
F214,8/1/10,2010,Monsoon,20:29:00,502705,3592235,28,
F214,8/2/10,2010,Monsoon,20:34:00,502761,3592205,64,
F214,8/5/10,2010,Monsoon,21:23:00,502777,3592177,32,
F214,8/17/10,2010,Monsoon,0:02:00,502758,3592050,128,
F214,8/17/10,2010,Monsoon,23:30:00,502773,3592039,19,
F214,8/18/10,2010,Monsoon,7:40:00,502770,3592041,4,
F214,8/18/10,2010,Monsoon,20:12:00,502832,3592059,65,
F214,8/26/10,2010,Monsoon,22:56:00,502842,3592165,106,
F214,9/5/10,2010,Monsoon,18:51:00,503006,3592261,190,
F214,9/9/10,2010,Monsoon,10:58:00,502693,3592195,320,
F214,9/16/10,2010,Monsoon,19:32:00,502808,3592098,150,
F214,9/17/10,2010,Monsoon,20:57:00,502809,3592100,2,
F214,9/21/10,2010,Monsoon,22:12:00,502940,3592100,131,
F214,9/23/10,2010,Monsoon,20:26:00,502940,3592100,0,
F214,9/26/10,2010,Monsoon,20:39:00,502940,3592100,0,
F214,9/27/10,2010,Monsoon,21:25:00,502940,3592100,0,
F214,10/1/10,2010,Post_Monsoon,16:13:00,502974,3592075,42,
F214,10/11/10,2010,Post_Monsoon,15:08:00,502772,3592181,228,
F214,10/19/10,2010,Post_Monsoon,14:14:00,502766,3592179,6,
F214,10/22/10,2010,Post_Monsoon,13:00:00,502766,3592179,0,
F214,10/29/10,2010,Post_Monsoon,16:40:00,502725,3592164,44,
F214,11/12/10,2010,Post_Monsoon,14:47:00,502767,3592186,47,
F214,1/12/11,2011,Winter,10:59:00,502767,3592186,0,
F214,3/25/11,2011,Emergence,13:50:00,502690,3592131,95,
F214,4/1/11,2011,Dry,17:05:00,502720,3592108,38,
F214,4/12/11,2011,Dry,9:58:00,502736,3592159,53,
F214,4/16/11,2011,Dry,15:24:00,502693,3592212,68,
F214,4/27/11,2011,Dry,16:25:00,502800,3592233,109,
F214,4/29/11,2011,Dry,12:43:00,502739,3592147,105,
F214,5/11/11,2011,Dry,16:22:00,502614,3592139,125,
F214,5/16/11,2011,Dry,12:52:00,502734,3591973,205,
F214,5/20/11,2011,Dry,12:21:00,502913,3592172,268,
F214,5/27/11,2011,Dry,11:34:00,502913,3592172,0,
F214,6/13/11,2011,Dry,10:17:00,503008,3592258,128,
F214,8/4/11,2011,Monsoon,14:19:00,502571,3591973,522,
F214,8/7/11,2011,Monsoon,9:51:00,502575,3591969,6,
F214,8/13/11,2011,Monsoon,10:06:00,502577,3591972,4,
F214,8/20/11,2011,Monsoon,19:49:00,502576,3591971,1,
F214,8/27/11,2011,Monsoon,19:13:00,502575,3591972,1,
F214,9/5/11,2011,Monsoon,10:14:00,502575,3591972,0,
F214,9/13/11,2011,Monsoon,20:02:00,502553,3591976,22,
F214,10/5/11,2011,Post_Monsoon,14:41:00,502595,3592098,129,
F214,11/19/11,2011,Post_Monsoon,12:15:00,502653,3592115,60,
F214,11/28/11,2011,Post_Monsoon,13:23:00,502657,3592116,4,
M215,8/15/11,2011,Monsoon,16:10:00,500494,3592502,2197,
M215,8/15/11,2011,Monsoon,8:17:00,500367,3592472,NA,
M215,8/16/11,2011,Monsoon,14:07:00,500393,3592584,115,
M215,8/20/11,2011,Monsoon,18:41:00,500259,3592332,285,
M215,8/23/11,2011,Monsoon,15:43:00,500181,3592383,93,
M215,8/25/11,2011,Monsoon,21:27:00,500384,3592402,204,
M215,8/27/11,2011,Monsoon,18:24:00,500405,3592326,79,
M215,9/1/11,2011,Monsoon,18:26:00,500178,3592380,233,
M215,9/4/11,2011,Monsoon,18:11:00,500130,3592304,90,
M215,9/13/11,2011,Monsoon,14:26:00,500424,3592504,356,
M215,9/22/11,2011,Monsoon,20:31:00,500424,3592504,0,
M215,10/1/11,2011,Post_Monsoon,12:13:00,500424,3592504,0,
M215,10/11/11,2011,Post_Monsoon,17:38:00,500287,3592539,141,
M215,11/27/11,2011,Post_Monsoon,14:11:00,500417,3592888,372,
M215,12/5/11,2011,Post_Monsoon,11:26:00,500374,3592895,44,
M215,12/27/11,2011,Winter,10:05:00,500412,3592891,38,
M215,1/17/12,2012,Winter,16:30:00,500412,3592891,0,
M215,1/24/12,2012,Winter,13:26:00,500412,3592891,0,
M215,2/1/12,2012,Emergence,12:40:00,500373,3592860,50,
M215,2/17/12,2012,Emergence,13:33:00,500281,3592918,109,
M215,2/29/12,2012,Emergence,12:32:00,500349,3592886,75,
M215,3/10/12,2012,Emergence,10:28:00,500349,3592886,0,
M215,3/13/12,2012,Emergence,13:46:00,500246,3592638,269,
M215,3/22/12,2012,Emergence,12:54:00,500348,3592861,245,
M215,3/30/12,2012,Emergence,10:58:00,500178,3592778,189,
M215,4/4/12,2012,Dry,12:46:00,500399,3592568,305,
M215,4/26/12,2012,Dry,11:11:00,500392,3592885,317,
M215,5/4/12,2012,Dry,18:14:00,500185,3592541,401,
M215,5/11/12,2012,Dry,10:08:00,500418,3592920,445,
M215,5/23/12,2012,Dry,21:23:00,500235,3592680,302,
M215,5/26/12,2012,Dry,19:46:00,500230,3592678,5,
M215,5/29/12,2012,Dry,12:22:00,500598,3592824,396,
M215,5/30/12,2012,Dry,12:58:00,500516,3592881,100,
M215,6/6/12,2012,Dry,11:20:00,500324,3592835,197,
M215,6/14/12,2012,Dry,10:55:00,500377,3592558,282,
M215,6/22/12,2012,Dry,12:27:00,500291,3592645,122,
M215,7/5/12,2012,Monsoon,13:49:00,500238,3592602,68,
F252,8/15/11,2011,Monsoon,8:52:00,502226,3591492,NA,
F252,8/15/11,2011,Monsoon,17:05:00,502226,3591486,6,
F252,8/16/11,2011,Monsoon,15:39:00,502225,3591497,11,
F252,8/20/11,2011,Monsoon,20:45:00,502250,3591477,32,
F252,8/23/11,2011,Monsoon,18:26:00,502250,3591477,0,
F252,8/25/11,2011,Monsoon,19:59:00,502227,3591497,30,
F252,9/1/11,2011,Monsoon,17:55:00,502105,3591510,123,
F252,9/5/11,2011,Monsoon,10:43:00,502401,3591494,296,
F252,9/13/11,2011,Monsoon,18:59:00,502227,3591470,176,
F252,9/22/11,2011,Monsoon,21:38:00,502236,3591506,37,
F252,10/1/11,2011,Post_Monsoon,14:32:00,502175,3591661,167,
F252,10/11/11,2011,Post_Monsoon,16:53:00,502139,3591587,82,
F252,10/14/11,2011,Post_Monsoon,19:20:00,502094,3591573,47,
F252,11/19/11,2011,Post_Monsoon,13:13:00,502145,3591588,53,
F252,11/27/11,2011,Winter,16:00:00,502139,3591589,6,
F252,12/6/11,2011,Winter,14:42:00,502139,3591589,0,
F252,12/29/11,2011,Winter,16:38:00,502139,3591589,0,
F252,1/18/12,2012,Winter,15:05:00,502137,3591597,8,
F252,1/24/12,2012,Winter,12:04:00,502137,3591597,0,
F252,2/1/12,2012,Winter,10:55:00,502137,3591597,0,
F252,2/17/12,2012,Emergence,16:48:00,502139,3591592,5,
F252,2/29/12,2012,Emergence,15:10:00,502178,3591701,116,
F252,3/10/12,2012,Emergence,15:45:00,502148,3591517,186,
F252,3/14/12,2012,Emergence,14:25:00,502134,3591588,72,
F252,3/22/12,2012,Emergence,15:03:00,502179,3591702,123,
F252,3/27/12,2012,Emergence,13:12:00,501999,3591447,312,
F252,4/4/12,2012,Dry,15:47:00,501999,3591447,0,
F252,4/13/12,2012,Dry,16:51:00,502114,3591615,204,
F252,4/21/12,2012,Dry,11:53:00,502163,3591434,188,
F252,4/26/12,2012,Dry,10:21:00,502095,3591459,72,
F252,5/9/12,2012,Dry,14:30:00,502145,3591375,98,
F252,5/11/12,2012,Dry,15:05:00,502154,3591433,59,
F252,5/22/12,2012,Dry,19:16:00,502142,3591611,178,
F252,5/27/12,2012,Dry,9:44:00,502137,3591608,6,
F252,5/29/12,2012,Dry,11:11:00,502141,3591611,5,
F252,5/30/12,2012,Dry,13:52:00,502139,3591614,4,
F252,6/7/12,2012,Dry,20:24:00,502168,3591653,49,
F252,6/13/12,2012,Dry,20:36:00,502166,3591653,2,
F252,6/16/12,2012,Dry,6:25:00,502163,3591650,4,
F252,6/22/12,2012,Dry,15:09:00,502166,3591655,6,
F252,7/5/12,2012,Monsoon,16:24:00,502166,3591655,0,
F252,7/10/12,2012,Monsoon,10:59:00,502169,3591653,4,
F252,7/12/12,2012,Monsoon,12:28:00,502165,3591651,4,
F252,7/16/12,2012,Monsoon,12:31:00,502164,3591653,2,
F252,7/18/12,2012,Monsoon,6:01:00,502165,3591651,2,
F252,7/20/12,2012,Monsoon,19:04:00,502164,3591654,3,
F252,7/23/12,2012,Monsoon,14:10:00,502157,3591624,31,
F252,7/25/12,2012,Monsoon,13:27:00,502179,3591658,40,
F252,7/27/12,2012,Monsoon,11:18:00,502176,3591662,5,
F252,7/30/12,2012,Monsoon,20:05:00,502176,3591651,11,
F252,8/1/12,2012,Monsoon,9:12:00,502190,3591589,64,
F252,8/3/12,2012,Monsoon,10:02:00,502201,3591627,40,
F252,8/6/12,2012,Monsoon,9:11:00,502207,3591625,6,
F252,8/10/12,2012,Monsoon,13:08:00,502073,3591455,216,
F252,8/15/12,2012,Monsoon,8:10:00,502073,3591453,2,
F252,8/17/12,2012,Monsoon,10:04:00,502124,3591468,53,
F252,9/2/12,2012,Monsoon,8:53:00,502251,3591364,164,
F252,9/7/12,2012,Monsoon,12:31:00,502087,3591363,164,
F252,9/26/12,2012,Monsoon,17:07:00,502032,3591385,NA,
F252,9/29/12,2012,Monsoon,22:44:00,502014,3591390,19,
F252,10/5/12,2012,Post_Monsoon,15:18:00,502130,3591542,191,
F252,10/17/12,2012,Post_Monsoon,16:56:00,502093,3591597,66,
F252,10/29/12,2012,Post_Monsoon,19:02:00,502093,3591597,0,
F252,11/3/12,2012,Post_Monsoon,13:25:00,502093,3591597,0,
F252,11/11/12,2012,Post_Monsoon,14:13:00,502093,3591597,0,
F252,11/26/12,2012,Winter,16:23:00,502092,3591593,4,
F252,12/8/12,2012,Winter,12:38:00,502092,3591593,0,
F252,12/17/12,2012,Winter,11:06:00,502092,3591593,0,
F252,12/21/12,2012,Winter,13:08:00,502092,3591593,0,
F252,12/28/12,2012,Winter,13:56:00,502093,3591593,1,
F252,1/10/13,2013,Winter,16:17:00,502093,3591593,0,
F252,1/25/13,2013,Winter,13:52:00,502136,3591591,43,
F252,2/7/13,2013,Emergence,15:33:00,502136,3591590,1,
F252,2/21/13,2013,Emergence,15:22:00,502136,3591590,0,
M255,8/15/11,2011,Monsoon,9:34:00,502321,3591579,NA,
M255,8/16/11,2011,Monsoon,18:41:00,502417,3591450,161,
M255,8/20/11,2011,Monsoon,21:30:00,502464,3591437,49,
M255,8/23/11,2011,Monsoon,18:36:00,502474,3591441,11,
M255,8/25/11,2011,Monsoon,20:25:00,502482,3591442,8,
M255,9/1/11,2011,Monsoon,17:40:00,502482,3591442,0,
M255,9/5/11,2011,Monsoon,11:04:00,502606,3591334,164,
M255,9/13/11,2011,Monsoon,19:22:00,502609,3591360,26,
M255,9/22/11,2011,Monsoon,21:24:00,502609,3591360,0,
M255,10/1/11,2011,Post_Monsoon,15:37:00,502473,3591776,438,
M255,10/11/11,2011,Post_Monsoon,16:32:00,502448,3591769,26,
M255,10/14/11,2011,Post_Monsoon,18:38:00,502444,3591775,7,
M255,11/19/11,2011,Post_Monsoon,12:48:00,502480,3591733,55,
M255,11/27/11,2011,Winter,15:33:00,502478,3591732,2,
M255,12/6/11,2011,Winter,17:12:00,502478,3591732,0,
M255,12/27/11,2011,Winter,11:28:00,502478,3591732,0,
M255,1/17/12,2012,Winter,15:06:00,502478,3591732,0,
M255,1/24/12,2012,Winter,11:48:00,502444,3591755,41,
M255,2/1/12,2012,Emergence,10:37:00,502444,3591755,0,
M255,2/17/12,2012,Emergence,16:28:00,502460,3591745,19,
M255,2/29/12,2012,Emergence,14:20:00,502108,3591732,352,
M255,3/10/12,2012,Emergence,15:06:29,502084,3591708,34,
M255,3/14/12,2012,Emergence,13:38:00,502145,3591769,86,
M255,3/22/12,2012,Emergence,14:56:00,502178,3591697,79,
M255,3/27/12,2012,Emergence,13:45:00,502381,3591866,264,
M255,4/5/12,2012,Dry,9:28:00,502211,3591606,311,
M255,4/13/12,2012,Dry,16:20:00,502461,3591746,287,
M255,4/21/12,2012,Dry,11:31:00,502475,3591747,14,
M255,4/26/12,2012,Dry,10:06:00,502222,3591464,380,
F36,5/2/07,2007,Dry,2011,500329,3592730,NA,
F36,5/3/07,2007,Dry,830,500329,3592730,0,
F36,5/6/07,2007,Dry,1722,500305,3592917,189,
F36,5/8/07,2007,Dry,800,500310,3592916,5,
F36,5/17/07,2007,Dry,2141,500180,3592545,393,
F36,5/23/07,2007,Dry,2214,500206,3592707,164,
F36,6/1/07,2007,Dry,2050,500289,3592658,96,
F36,6/21/07,2007,Dry,1800,500347,3592743,103,
F36,6/27/07,2007,Dry,1730,500347,3592743,0,
F36,7/3/07,2007,Dry,1830,500347,3592743,0,
F36,7/3/07,2007,Dry,2243,500363,3592645,99,
F36,7/5/07,2007,Dry,1907,500391,3592655,30,
F36,7/5/07,2007,Dry,2315,500391,3592655,0,
F36,7/18/07,2007,Monsoon,50,500391,3592655,0,
F36,7/19/07,2007,Monsoon,2130,500406,3592594,63,
