"LIZARDNUMBER","YEAR","TIME","EASTING","NORTHING"
"F147",2009,00:00:00,501248,3592444
"F147",2009,00:00:00,501248,3592444
"F147",2009,00:00:00,501248,3592444
"F147",2009,00:00:00,501290,3592591
"F147",2009,00:00:00,501290,3592591
"F147",2009,00:00:00,501290,3592591
"F147",2009,00:00:00,501290,3592591
"F147",2009,00:00:00,501290,3592591
"F147",2009,00:00:00,501554,3592583
"F147",2009,00:00:00,501426,3592155
"F147",2009,00:00:00,501431,3592154
"F147",2009,00:00:00,501428,3592153
"F147",2009,00:00:00,501428,3592153
"F147",2009,00:00:00,501442,3592108
"F147",2009,00:00:00,501258,3592544
"F147",2009,00:00:00,501268,3592619
"F147",2009,00:00:00,501268,3592619
"F147",2009,00:00:00,501268,3592619
"F147",2009,00:00:00,501098,3592489
"F147",2009,00:00:00,501605,3592492
"F147",2009,00:00:00,501233,3592454
"F147",2009,00:00:00,501233,3592464
"F147",2009,00:00:00,501233,3592464
"F147",2009,00:00:00,501299,3592381
"F147",2009,00:00:00,501344,3592419
"F147",2009,00:00:00,501421,3592422
"F147",2009,08:34:00,501456,3592165
"F147",2009,00:00:00,501472,3592489
"F147",2009,23:01:00,501472,3592488
"F147",2009,00:00:00,501597,3592531
"F147",2009,00:00:00,501639,3592521
"F147",2009,00:00:00,501639,3592521
"F147",2009,00:00:00,501661,3592489
"F147",2009,02:08:00,501647,3592529
"F147",2009,20:02:00,501707,3592449
"F147",2009,21:51:00,501668,3592556
"F147",2009,21:27:00,501666,3592551
"F147",2009,08:57:00,501666,3592551
"F147",2009,00:00:00,501665,3592554
"F147",2009,00:00:00,501665,3592554
"F147",2009,00:00:00,501665,3592554
"F147",2009,00:00:00,501665,3592554
"F147",2009,00:00:00,501665,3592554
"F147",2009,00:00:00,501665,3592554
"F147",2009,21:59:00,501666,3592553
"F147",2009,07:43:00,501702,3592559
"F147",2009,00:00:00,501702,3592559
"F147",2009,08:24:00,501702,3592559
"F147",2009,09:51:00,501631,3592525
"F147",2009,08:24:00,501704,3592451
"F147",2009,14:38:00,501662,3592378
"F147",2009,19:34:00,501665,3592377
"F147",2009,11:41:00,501657,3592375
"F147",2009,19:01:00,501657,3592375
"F147",2009,14:05:00,501657,3592375
"F147",2009,13:04:00,501657,3592375
"F147",2009,14:27:00,501648,3592514
"F147",2009,00:00:00,501644,3592516
"F147",2009,16:43:00,501648,3592514
"F147",2009,15:20:00,501648,3592514
"F147",2009,14:57:00,501642,3592514
"F147",2009,11:36:00,501641,3592512
