"LIZARDNUMBER","YEAR","TIME","EASTING","NORTHING"
"M14",2007,"0:00",501225,3592609
"M14",2007,"0:00",501225,3592609
"M14",2007,"0:00",501114,3592751
"M14",2007,"0:00",501114,3592751
"M14",2007,"0:00",501225,3592614
"M14",2007,"0:00",501211,3592526
"M14",2007,"0:00",501196,3592591
"M14",2007,"0:00",501069,3592562
"M14",2007,"0:00",501118,3592722
"M14",2007,"0:00",501242,3592590
"M14",2007,"0:00",501102,3592685
"M14",2007,"0:00",501006,3592813
"M14",2007,"0:00",501289,3592706
"M14",2007,"0:00",501148,3592756
"M14",2007,"0:00",501048,3592719
"M14",2011,"10:20",501373,3592755
"M14",2011,"19:52",501219,3592819
"M14",2011,"19:25",501476,3592766
"M14",2011,"17:35",501190,3592543
"M14",2011,"19:42",501494,3592735
"M14",2011,"16:13",501357,3592772
"M14",2011,"11:12",501255,3592617
"M14",2011,"18:36",501267,3592620
"M14",2011,"16:01",501266,3592618
"M14",2011,"16:46",501261,3592621
"M14",2011,"16:31",501176,3592558
"M14",2011,"16:03",501176,3592558
"M14",2011,"10:25",501176,3592558
"M14",2012,"13:05",501176,3592558
"M14",2012,"13:14",501176,3592558
"M14",2012,"12:10",501176,3592558
"M14",2012,"14:20",501173,3592561
"M14",2012,"17:19",501375,3592752
"M14",2012,"12:55",501381,3592682
"M14",2012,"10:03",501298,3592697
"M14",2012,"14:03",501298,3592697
"M14",2012,"12:14",501549,3592761
"M14",2012,"15:05",501300,3592699
"M14",2012,"14:43",501199,3592723
"M14",2012,"12:10",501519,3592796
"M14",2012,"8:50",501129,3592726
