"LIZARDNUMBER","YEAR","TIME","EASTING","NORTHING"
"M14",2012,13:05:00,501176,3592558
"M14",2012,13:14:00,501176,3592558
"M14",2012,12:10:00,501176,3592558
"M14",2012,14:20:00,501173,3592561
"M14",2012,17:19:00,501375,3592752
"M14",2012,12:55:00,501381,3592682
"M14",2012,10:03:00,501298,3592697
"M14",2012,14:03:00,501298,3592697
"M14",2012,12:14:00,501549,3592761
"M14",2012,15:05:00,501300,3592699
"M14",2012,14:43:00,501199,3592723
"M14",2012,12:10:00,501519,3592796
"M14",2012,08:50:00,501129,3592726
