"LIZARDNUMBER","YEAR","TIME","EASTING","NORTHING"
"F114",2007,"0:00",499867,3592969
"F114",2007,"0:00",499865,3592967
"F114",2007,"0:00",499793,3592839
"F114",2007,"0:00",499793,3592839
"F114",2007,"0:00",499793,3592839
"F114",2007,"0:00",499592,3592646
"F114",2007,"0:00",499760,3592783
"F114",2007,"0:00",499735,3592632
"F114",2008,"15:48",499669,3592584
"F114",2008,"10:31",499769,3593170
"F114",2008,"14:03",499802,3592889
"F114",2008,"8:59",499820,3592895
"F114",2008,"12:05",499643,3592667
"F114",2008,"11:20",499676,3592547
"F114",2008,"11:21",499638,3592575
"F114",2008,"11:45",499806,3592889
"F114",2008,"11:38",499805,3592891
"F114",2008,"10:15",499805,3592891
"F114",2008,"10:53",499775,3592866
"F114",2008,"10:24",499761,3592829
"F114",2008,"11:40",499907,3592807
"F114",2008,"13:39",499907,3592807
"F114",2008,"19:54",499868,3592965
"F114",2008,"19:41",499868,3592965
"F114",2008,"18:30",499817,3592807
"F114",2008,"19:33",499817,3592807
"F114",2008,"20:05",499817,3592807
"F114",2008,"19:49",499817,3592807
"F114",2008,"20:18",499817,3592807
"F114",2008,"19:42",499817,3592807
"F114",2008,"21:26",499791,3592796
"F114",2008,"19:35",499791,3592796
"F114",2008,"19:51",499794,3592801
"F114",2008,"20:12",499794,3592801
"F114",2008,"21:21",499881,3592816
"F114",2008,"21:09",499829,3592887
"F114",2008,"20:34",499836,3592851
"F114",2008,"8:49",499842,3592850
"F114",2008,"7:18",499847,3592850
"F114",2008,"20:25",499754,3592915
"F114",2008,"9:23",499862,3592887
"F114",2008,"23:30",499818,3592750
"F114",2008,"7:20",499852,3592876
"F114",2008,"8:16",499836,3592856
"F114",2008,"23:59",499783,3592833
"F114",2008,"21:20",499785,3592823
"F114",2008,"22:03",499640,3592726
"F114",2008,"22:42",499704,3592722
"F114",2008,"19:55",499775,3592755
"F114",2008,"8:03",499748,3592833
"F114",2008,"21:13",499585,3592714
"F114",2008,"10:41",499881,3593087
"F114",2008,"8:21",499881,3593087
"F114",2008,"18:01",499881,3593087
"F114",2008,"18:27",499881,3593087
"F114",2008,"12:54",499936,3593039
"F114",2008,"9:56",499877,3592956
"F114",2008,"14:05",499760,3592878
"F114",2008,"16:04",499881,3592957
"F114",2008,"14:47",499721,3592991
"F114",2009,"0:00",499887,3592897
"F114",2009,"0:00",499887,3592897
"F114",2009,"0:00",499887,3592897
"F114",2009,"0:00",499887,3592897
"F114",2009,"0:00",499887,3592897
"F114",2009,"0:00",499717,3592944
"F114",2009,"0:00",499717,3592944
"F114",2009,"0:00",499717,3592944
"F114",2009,"0:00",499767,3592960
"F114",2009,"0:00",499767,3592960
"F114",2009,"0:00",499767,3592960
"F114",2009,"0:00",499743,3592955
"F114",2009,"0:00",499744,3592955
"F114",2009,"0:00",499744,3592955
"F114",2009,"0:00",499850,3592794
"F114",2009,"0:00",499796,3592622
"F114",2009,"0:00",499822,3592558
"F114",2009,"0:00",499744,3592580
"F114",2009,"0:00",499719,3592568
"F114",2009,"0:00",499840,3592902
"F114",2009,"0:00",499780,3592761
"F114",2009,"0:00",499780,3592761
"F114",2009,"0:00",499780,3592761
"F114",2009,"0:00",499784,3592770
"F114",2009,"0:00",499784,3592770
"F114",2009,"0:00",499788,3592773
"F114",2009,"0:00",499788,3592773
"F114",2009,"0:00",499788,3592773
"F114",2009,"0:00",499788,3592773
"F114",2009,"0:00",499788,3592773
"F114",2009,"0:00",499791,3592840
"F114",2009,"21:46",499791,3592841
"F114",2009,"0:00",499828,3592891
"F114",2009,"21:54",499830,3592899
"F114",2009,"11:10",499866,3592938
"F114",2009,"23:14",499833,3592853
"F114",2009,"0:00",499621,3592715
"F114",2009,"0:00",499532,3592610
"F114",2009,"0:00",499879,3592682
"F114",2009,"20:53",499514,3592725
"F114",2009,"0:51",499571,3592756
"F114",2009,"23:44",499790,3592803
"F114",2009,"20:11",499792,3592797
"F114",2009,"18:46",499792,3592797
"F114",2009,"14:08",499792,3592797
"F114",2009,"11:20",499861,3592917
"F114",2009,"14:48",499861,3592917
"F114",2009,"12:46",499861,3592917
"F114",2009,"0:00",499727,3592993
"F114",2009,"15:21",499727,3592987
"F114",2009,"13:19",499727,3592987
"F114",2009,"12:20",499727,3592987
"F114",2010,"15:57",499808,3592921
"F114",2010,"14:59",499890,3592782
"F114",2010,"13:31",499890,3592898
"F114",2010,"16:53",499926,3592789
"F114",2010,"14:26",499585,3592815
"F114",2010,"13:55",499824,3592613
"F114",2010,"12:32",499702,3592733
"F114",2010,"17:47",499601,3592614
"F114",2010,"13:57",499571,3592646
"F114",2010,"16:33",499624,3592667
"F114",2010,"10:22",499675,3592830
"F114",2010,"21:31",499709,3592844
"F114",2010,"22:23",499772,3592878
"F114",2010,"20:07",499759,3592878
"F114",2010,"21:13",499759,3592878
"F114",2010,"20:55",499772,3592881
