"LIZARDNUMBER","YEAR","TIME","EASTING","NORTHING"
"M255",2011,09:34:00,502321,3591579
"M255",2011,18:41:00,502417,3591450
"M255",2011,21:30:00,502464,3591437
"M255",2011,18:36:00,502474,3591441
"M255",2011,20:25:00,502482,3591442
"M255",2011,17:40:00,502482,3591442
"M255",2011,11:04:00,502606,3591334
"M255",2011,19:22:00,502609,3591360
"M255",2011,21:24:00,502609,3591360
"M255",2011,15:37:00,502473,3591776
"M255",2011,16:32:00,502448,3591769
"M255",2011,18:38:00,502444,3591775
"M255",2011,12:48:00,502480,3591733
"M255",2011,15:33:00,502478,3591732
"M255",2011,17:12:00,502478,3591732
"M255",2011,11:28:00,502478,3591732
