LIZARDNUMBER,SEX,DATE,YEAR,SEASON,TIME,EASTING,NORTHING,Distance.Moved..m.,X
F114,female,11/22/09,2009,Winter,15:21:00,499727,3592987,6,NA
F114,female,11/29/09,2009,Winter,13:19:00,499727,3592987,0,NA
F114,female,12/13/09,2009,Winter,12:20:00,499727,3592987,0,NA
F114,female,1/2/11,2011,Winter,14:33:00,499742,3592953,166,NA
F114,female,11/27/11,2011,Winter,12:52:00,499774,3592949,3,NA
F114,female,12/5/11,2011,Winter,10:55:00,499774,3592949,0,NA
F114,female,12/27/11,2011,Winter,9:29:00,499774,3592949,0,NA
F114,female,1/17/12,2012,Winter,15:50:00,499752,3592960,25,NA
F114,female,1/24/12,2012,Winter,13:46:00,499752,3592960,0,NA
F114,female,2/1/12,2012,Winter,13:10:00,499752,3592960,0,NA
F114,female,2/17/12,2012,Winter,12:46:00,499752,3592960,0,NA
F114,female,11/26/12,2012,Winter,16:52:00,499882,3593067,0,NA
F114,female,12/8/12,2012,Winter,13:38:00,499881,3593066,1,NA
F114,female,12/17/12,2012,Winter,11:36:00,499881,3593066,0,NA
F114,female,12/21/12,2012,Winter,10:16:00,499883,3593065,2,NA
F114,female,12/28/12,2012,Winter,10:59:00,499883,3593065,0,NA
F114,female,1/10/13,2013,Winter,13:10:00,499883,3593065,0,NA
