LIZARDNUMBER,SEX,DATE,YEAR,SEASON,TIME,EASTING,NORTHING,Distance.Moved..m.,X
M112,male,6/10/07,2007,Dry,2052,499691,3592539,NA,NA
M112,male,6/12/07,2007,Dry,1942,499480,3592041,541,NA
M112,male,6/12/07,2007,Dry,2132,499480,3592041,0,NA
M112,male,6/20/07,2007,Dry,2130,499714,3592842,834,NA
M112,male,6/27/07,2007,Dry,1740,499714,3592842,0,NA
M112,male,7/3/07,2007,Dry,1905,499552,3592728,198,NA
M112,male,7/5/07,2007,Dry,1912,499552,3592728,0,NA
M112,male,4/24/10,2010,Dry,14:43:00,499404,3592751,259,NA
M112,male,4/29/10,2010,Dry,17:37:00,499499,3592364,398,NA
M112,male,5/6/10,2010,Dry,14:57:00,499462,3592264,107,NA
M112,male,5/14/10,2010,Dry,14:23:00,499492,3592367,107,NA
M112,male,6/1/10,2010,Dry,18:01:00,499169,3592063,444,NA
M112,male,6/2/10,2010,Dry,10:23:00,499169,3592063,0,NA
M112,male,6/7/10,2010,Dry,15:34:00,499327,3592438,407,NA
M112,male,6/12/10,2010,Dry,16:00:00,499327,3592427,11,NA
M112,male,6/17/10,2010,Dry,9:31:00,499321,3592435,10,NA
