LIZARDNUMBER,SEX,DATE,YEAR,SEASON,TIME,EASTING,NORTHING,Distance.Moved..m.,X
F36,female,5/2/07,2007,Dry,2011,500329,3592730,NA,NA
F36,female,5/3/07,2007,Dry,830,500329,3592730,0,NA
F36,female,5/6/07,2007,Dry,1722,500305,3592917,189,NA
F36,female,5/8/07,2007,Dry,800,500310,3592916,5,NA
F36,female,5/17/07,2007,Dry,2141,500180,3592545,393,NA
F36,female,5/23/07,2007,Dry,2214,500206,3592707,164,NA
F36,female,6/1/07,2007,Dry,2050,500289,3592658,96,NA
F36,female,6/21/07,2007,Dry,1800,500347,3592743,103,NA
F36,female,6/27/07,2007,Dry,1730,500347,3592743,0,NA
F36,female,7/3/07,2007,Dry,1830,500347,3592743,0,NA
F36,female,7/3/07,2007,Dry,2243,500363,3592645,99,NA
F36,female,7/5/07,2007,Dry,1907,500391,3592655,30,NA
F36,female,7/5/07,2007,Dry,2315,500391,3592655,0,NA
F36,female,4/9/08,2008,Dry,14:39:00,500347,3592863,313,NA
F36,female,4/16/08,2008,Dry,9:25:00,500214,3592657,245,NA
F36,female,4/23/08,2008,Dry,16:23:00,500324,3592681,113,NA
F36,female,4/24/08,2008,Dry,12:10:00,500324,3592681,0,NA
F36,female,4/25/08,2008,Dry,11:01:00,500324,3592681,0,NA
F36,female,5/1/08,2008,Dry,12:40:00,500341,3592740,61,NA
F36,female,5/2/08,2008,Dry,12:15:00,500341,3592740,0,NA
F36,female,5/5/08,2008,Dry,9:38:00,500341,3592740,0,NA
F36,female,5/6/08,2008,Dry,9:13:00,500350,3592864,124,NA
F36,female,5/7/08,2008,Dry,10:41:00,500350,3592864,0,NA
F36,female,5/8/08,2008,Dry,10:59:00,500350,3592864,0,NA
F36,female,5/14/08,2008,Dry,10:58:00,500214,3592657,248,NA
F36,female,5/20/08,2008,Dry,12:23:00,500438,3592822,278,NA
F36,female,5/22/08,2008,Dry,17:42:00,500435,3592825,4,NA
F36,female,5/25/08,2008,Dry,18:53:00,500423,3592808,21,NA
F36,female,5/26/08,2008,Dry,18:41:00,500396,3592767,49,NA
F36,female,5/28/08,2008,Dry,18:07:00,500393,3592878,111,NA
F36,female,6/2/08,2008,Dry,19:37:00,500314,3592889,80,NA
F36,female,6/3/08,2008,Dry,19:31:00,500314,3592889,0,NA
F36,female,6/11/08,2008,Dry,19:27:00,500314,3592889,0,NA
F36,female,6/18/08,2008,Dry,21:01:00,500307,3592735,154,NA
F36,female,6/21/08,2008,Dry,21:32:00,500307,3592735,0,NA
F36,female,6/22/08,2008,Dry,22:03:00,500288,3592656,81,NA
F36,female,6/24/08,2008,Dry,20:28:00,500286,3592662,6,NA
F36,female,6/26/08,2008,Dry,23:17:00,500293,3592792,130,NA
F36,female,6/27/08,2008,Dry,9:16:00,500297,3592856,64,NA
F36,female,7/1/08,2008,Dry,19:45:00,500383,3592654,220,NA
F36,female,4/9/09,2009,Dry,1800,500395,3592566,316,NA
F36,female,4/10/09,2009,Dry,1319,500395,3592566,0,NA
F36,female,4/11/09,2009,Dry,1027,500395,3592566,0,NA
F36,female,4/13/09,2009,Dry,1251,500395,3592566,0,NA
F36,female,4/16/09,2009,Dry,1325,500395,3592566,0,NA
F36,female,4/18/09,2009,Dry,1048,500377,3592580,23,NA
F36,female,4/23/09,2009,Dry,1310,500280,3592526,111,NA
F36,female,4/30/09,2009,Dry,1130,500308,3592676,153,NA
F36,female,5/11/09,2009,Dry,1157,500308,3592676,0,NA
F36,female,5/12/09,2009,Dry,1137,500308,3592676,0,NA
F36,female,5/13/09,2009,Dry,813,500308,3592676,0,NA
F36,female,5/14/09,2009,Dry,1019,500364,3592509,176,NA
F36,female,5/19/09,2009,Dry,718,500380,3592659,151,NA
F36,female,5/25/09,2009,Dry,1713,500429,3592457,208,NA
F36,female,6/4/09,2009,Dry,1229,500425,3592494,37,NA
F36,female,6/8/09,2009,Dry,1203,500425,3592494,0,NA
F36,female,6/9/09,2009,Dry,822,500425,3592494,0,NA
F36,female,6/10/09,2009,Dry,855,500425,3592494,0,NA
F36,female,6/26/09,2009,Dry,1517,500428,3592499,6,NA
F36,female,4/24/10,2010,Dry,12:10:00,500383,3592561,331,NA
F36,female,4/29/10,2010,Dry,16:00:00,500402,3592570,21,NA
F36,female,5/6/10,2010,Dry,16:49:00,500402,3592570,0,NA
F36,female,5/14/10,2010,Dry,16:17:00,500116,3592466,304,NA
F36,female,6/2/10,2010,Dry,10:59:00,500974,3592322,NA,NA
F36,female,6/2/10,2010,Dry,16:36:00,500304,3592672,756,NA
F36,female,6/4/10,2010,Dry,15:31:00,500377,3592579,118,NA
F36,female,6/12/10,2010,Dry,9:44:00,500155,3592558,223,NA
F36,female,6/18/10,2010,Dry,7:30:00,500156,3592562,4,NA
F36,female,6/21/10,2010,Dry,22:10:00,500184,3592535,39,NA
F36,female,6/23/10,2010,Dry,22:52:00,500154,3592551,34,NA
F36,female,6/23/10,2010,Dry,1:16:00,500157,3592560,9,NA
F36,female,6/24/10,2010,Dry,22:19:00,500157,3592560,0,NA
F36,female,6/25/10,2010,Dry,19:33:00,500157,3592560,0,NA
F36,female,6/28/10,2010,Dry,20:12:00,500156,3592565,5,NA
F36,female,7/3/10,2010,Dry,22:17:00,500539,3592757,428,NA
F36,female,7/4/10,2010,Dry,20:08:00,500518,3592750,22,NA
F36,female,7/6/10,2010,Dry,23:25:00,500420,3592842,134,NA
F36,female,7/8/10,2010,Dry,0:47:00,500428,3592834,11,NA
F36,female,4/12/11,2011,Dry,12:05:00,500550,3592579,164,NA
F36,female,4/16/11,2011,Dry,14:20:00,500395,3592569,155,NA
F36,female,4/30/11,2011,Dry,10:12:00,500189,3592610,210,NA
F36,female,5/12/11,2011,Dry,14:41:00,500101,3592489,150,NA
F36,female,5/16/11,2011,Dry,14:52:00,500175,3592518,79,NA
F36,female,5/20/11,2011,Dry,15:00:00,500177,3592526,8,NA
F36,female,5/27/11,2011,Dry,10:57:00,500388,3592568,215,NA
F36,female,6/13/11,2011,Dry,12:09:00,500390,3592584,16,NA
F36,female,4/4/12,2012,Dry,13:01:00,500392,3592570,34,NA
F36,female,4/22/12,2012,Dry,19:04:00,500269,3592397,212,NA
F36,female,5/6/12,2012,Dry,10:19:00,500244,3592467,74,NA
F36,female,5/11/12,2012,Dry,9:34:00,500367,3592544,145,NA
F36,female,5/23/12,2012,Dry,20:35:00,500396,3592480,70,NA
F36,female,5/27/12,2012,Dry,6:58:00,500396,3592480,0,NA
F36,female,5/29/12,2012,Dry,8:03:00,500401,3592570,90,NA
F36,female,5/30/12,2012,Dry,10:09:00,500401,3592570,0,NA
F36,female,6/6/12,2012,Dry,9:43:00,500490,3592603,95,NA
F36,female,6/9/12,2012,Dry,13:29:00,500488,3592604,2,NA
F36,female,6/14/12,2012,Dry,11:24:00,500488,3592604,0,NA
F36,female,6/16/12,2012,Dry,10:50:00,500488,3592604,0,NA
F36,female,6/22/12,2012,Dry,12:06:00,500487,3592603,1,NA
