LIZARDNUMBER,SEX,DATE,YEAR,SEASON,TIME,EASTING,NORTHING,Distance.Moved..m.,X
F36,female,3/25/10,2010,Emergence,11:47:00,500419,3592890,48,NA
F36,female,4/9/10,2010,Emergence,15:22:00,500419,3592890,0,NA
F36,female,3/25/11,2011,Emergence,15:02:00,500387,3592566,344,NA
F36,female,2/29/12,2012,Emergence,13:34:00,500413,3592885,5,NA
F36,female,3/10/12,2012,Emergence,11:34:44,500383,3592870,34,NA
F36,female,3/13/12,2012,Emergence,15:08:36,500385,3592870,2,NA
F36,female,3/22/12,2012,Emergence,13:20:00,500464,3592818,95,NA
F36,female,3/30/12,2012,Emergence,15:11:00,500359,3592578,262,NA
F36,female,2/7/13,2013,Emergence,14:09:00,500413,3592884,3,NA
F36,female,2/21/13,2013,Emergence,13:57:00,500413,3592883,1,NA
F36,female,3/10/13,2013,Emergence,12:57:00,500410,3592885,4,NA
F36,female,3/21/13,2013,Emergence,13:15:00,500287,3592463,440,NA
