"2007",37.7662
"2007",37.7662
"2008",9.7349
"2008",9.7349
"2008",9.7349
"2008",9.7349
"2008",7.5479
"2008",9.7349
"2008",7.5479
"2008",7.5479
"2008",7.5479
"2008",7.5479
"2008",2.9498
"2008",2.9498
"2008",2.9498
"2008",7.5479
"2007",4.9969
"2007",4.9969
"2008",7.5479
"2009",7.3064
"2010",12.1631
"2011",10.9545
"2012",10.2952
"2013",6e-04
"2008",7.5479
"2008",7.5479
"2007",5.0544
"2007",4.9969
"2008",9.7349
"2008",7.5479
"2009",7.4798
"2009",7.3064
"2010",35.8073
"2010",12.1631
"2011",11.9279
"2011",10.9545
"2012",10.3442
"2012",10.2952
"2013",0.1266
"Winter",0.018
"Winter",0.018
"Emergence",2.936
"Emergence",1.8186
"Dry",24.9854
"Dry",13.0372
"Monsoon",10.3032
"Monsoon",8.9565
"Post_Monsoon",19.135
"Post_Monsoon",9.2515
"2007",37.7662
