LIZARDNUMBER,SEX,DATE,YEAR,SEASON,TIME,EASTING,NORTHING,Distance.Moved..m.,X
F147,female,11/22/09,2009,Winter,16:43:00,501648,3592514,4,NA
F147,female,11/29/09,2009,Winter,15:20:00,501648,3592514,0,NA
F147,female,12/13/09,2009,Winter,14:57:00,501642,3592514,6,NA
F147,female,12/22/09,2009,Winter,11:36:00,501641,3592512,2,NA
F147,female,1/27/11,2011,Winter,12:07:00,501302,3592459,50,NA
F147,female,11/28/11,2011,Winter,12:27:00,501312,3592457,4,NA
F147,female,12/6/11,2011,Winter,15:16:00,501312,3592457,0,NA
F147,female,12/27/11,2011,Winter,10:45:00,501312,3592457,0,NA
F147,female,1/18/12,2012,Winter,13:37:00,501326,3592403,56,NA
F147,female,1/24/12,2012,Winter,12:44:00,501326,3592403,0,NA
F147,female,2/1/12,2012,Winter,11:30:00,501326,3592403,0,NA
F147,female,2/17/12,2012,Winter,15:44:00,501326,3592403,0,NA
F147,female,11/3/12,2012,Winter,12:58:00,501288,3592408,0,NA
F147,female,11/11/12,2012,Winter,13:48:00,501288,3592408,0,NA
F147,female,11/26/12,2012,Winter,15:56:00,501288,3592408,0,NA
F147,female,12/8/12,2012,Winter,12:10:00,501288,3592408,0,NA
F147,female,12/17/12,2012,Winter,10:39:00,501288,3592408,0,NA
F147,female,12/21/12,2012,Winter,13:58:00,501287,3592410,2,NA
F147,female,12/28/12,2012,Winter,12:52:00,501287,3592410,0,NA
F147,female,1/10/13,2013,Winter,15:34:00,501272,3592395,21,NA
F147,female,1/25/13,2013,Winter,13:10:00,501272,3592395,0,NA
