"LIZARDNUMBER","DATE","TIME","EASTING","NORTHING","Distance.Moved..m."
"F252","8/15/11","8:52",502226,3591492,NA
"F252","8/15/11","17:05",502226,3591486,6
"F252","8/16/11","15:39",502225,3591497,11
"F252","8/20/11","20:45",502250,3591477,32
"F252","8/23/11","18:26",502250,3591477,0
"F252","8/25/11","19:59",502227,3591497,30
"F252","9/1/11","17:55",502105,3591510,123
"F252","9/5/11","10:43",502401,3591494,296
"F252","9/13/11","18:59",502227,3591470,176
"F252","9/22/11","21:38",502236,3591506,37
"F252","10/1/11","14:32",502175,3591661,167
"F252","10/11/11","16:53",502139,3591587,82
"F252","10/14/11","19:20",502094,3591573,47
"F252","11/19/11","13:13",502145,3591588,53
"F252","11/27/11","16:00",502139,3591589,6
"F252","12/6/11","14:42",502139,3591589,0
"F252","12/29/11","16:38",502139,3591589,0
"F252","1/18/12","15:05",502137,3591597,8
"F252","1/24/12","12:04",502137,3591597,0
"F252","2/1/12","10:55",502137,3591597,0
"F252","2/17/12","16:48",502139,3591592,5
"F252","2/29/12","15:10",502178,3591701,116
"F252","3/10/12","15:45",502148,3591517,186
"F252","3/14/12","14:25",502134,3591588,72
"F252","3/22/12","15:03",502179,3591702,123
"F252","3/27/12","13:12",501999,3591447,312
"F252","4/4/12","15:47",501999,3591447,0
"F252","4/13/12","16:51",502114,3591615,204
"F252","4/21/12","11:53",502163,3591434,188
"F252","4/26/12","10:21",502095,3591459,72
"F252","5/9/12","14:30",502145,3591375,98
"F252","5/11/12","15:05",502154,3591433,59
"F252","5/22/12","19:16",502142,3591611,178
"F252","5/27/12","9:44",502137,3591608,6
"F252","5/29/12","11:11",502141,3591611,5
"F252","5/30/12","13:52",502139,3591614,4
"F252","6/7/12","20:24",502168,3591653,49
"F252","6/13/12","20:36",502166,3591653,2
"F252","6/16/12","6:25",502163,3591650,4
"F252","6/22/12","15:09",502166,3591655,6
"F252","7/5/12","16:24",502166,3591655,0
"F252","7/10/12","10:59",502169,3591653,4
"F252","7/12/12","12:28",502165,3591651,4
"F252","7/16/12","12:31",502164,3591653,2
"F252","7/18/12","6:01",502165,3591651,2
"F252","7/20/12","19:04",502164,3591654,3
"F252","7/23/12","14:10",502157,3591624,31
"F252","7/25/12","13:27",502179,3591658,40
"F252","7/27/12","11:18",502176,3591662,5
"F252","7/30/12","20:05",502176,3591651,11
"F252","8/1/12","9:12",502190,3591589,64
"F252","8/3/12","10:02",502201,3591627,40
"F252","8/6/12","9:11",502207,3591625,6
"F252","8/10/12","13:08",502073,3591455,216
"F252","8/15/12","8:10",502073,3591453,2
"F252","8/17/12","10:04",502124,3591468,53
"F252","9/2/12","8:53",502251,3591364,164
"F252","9/7/12","12:31",502087,3591363,164
"F252","9/26/12","17:07",502032,3591385,NA
"F252","9/29/12","22:44",502014,3591390,19
"F252","10/5/12","15:18",502130,3591542,191
"F252","10/17/12","16:56",502093,3591597,66
"F252","10/29/12","19:02",502093,3591597,0
"F252","11/3/12","13:25",502093,3591597,0
"F252","11/11/12","14:13",502093,3591597,0
"F252","11/26/12","16:23",502092,3591593,4
"F252","12/8/12","12:38",502092,3591593,0
"F252","12/17/12","11:06",502092,3591593,0
"F252","12/21/12","13:08",502092,3591593,0
"F252","12/28/12","13:56",502093,3591593,1
"F252","1/10/13","16:17",502093,3591593,0
"F252","1/25/13","13:52",502136,3591591,43
"F252","2/7/13","15:33",502136,3591590,1
"F252","2/21/13","15:22",502136,3591590,0
