"LIZARDNUMBER","DATE","TIME","EASTING","NORTHING","Distance.Moved..m."
"F114","5/17/07","0:00",499867,3592969,NA
"F114","5/23/07","0:00",499865,3592967,3
"F114","6/27/07","0:00",499793,3592839,147
"F114","7/3/07","0:00",499793,3592839,0
"F114","7/5/07","0:00",499793,3592839,0
"F114","8/16/07","0:00",499592,3592646,279
"F114","8/22/07","0:00",499760,3592783,217
"F114","8/27/07","0:00",499735,3592632,153
"F114","4/2/08","15:48",499669,3592584,82
"F114","4/10/08","10:31",499769,3593170,594
"F114","4/16/08","14:03",499802,3592889,283
"F114","4/22/08","8:59",499820,3592895,19
"F114","4/23/08","12:05",499643,3592667,289
"F114","4/24/08","11:20",499676,3592547,124
"F114","4/25/08","11:21",499638,3592575,47
"F114","5/1/08","11:45",499806,3592889,356
"F114","5/2/08","11:38",499805,3592891,2
"F114","5/5/08","10:15",499805,3592891,0
"F114","5/6/08","10:53",499775,3592866,39
"F114","5/8/08","10:24",499761,3592829,40
"F114","5/14/08","11:40",499907,3592807,148
"F114","5/20/08","13:39",499907,3592807,0
"F114","5/21/08","19:54",499868,3592965,163
"F114","5/24/08","19:41",499868,3592965,0
"F114","5/27/08","18:30",499817,3592807,166
"F114","5/28/08","19:33",499817,3592807,0
"F114","6/2/08","20:05",499817,3592807,0
"F114","6/3/08","19:49",499817,3592807,0
"F114","6/6/08","20:18",499817,3592807,0
"F114","6/11/08","19:42",499817,3592807,0
"F114","6/18/08","21:26",499791,3592796,28
"F114","6/21/08","19:35",499791,3592796,0
"F114","6/22/08","19:51",499794,3592801,6
"F114","6/24/08","20:12",499794,3592801,0
"F114","6/26/08","21:21",499881,3592816,88
"F114","6/28/08","21:09",499829,3592887,88
"F114","6/30/08","20:34",499836,3592851,37
"F114","7/8/08","8:49",499842,3592850,6
"F114","7/13/08","7:18",499847,3592850,5
"F114","7/16/08","20:25",499754,3592915,113
"F114","7/18/08","9:23",499862,3592887,112
"F114","7/21/08","23:30",499818,3592750,144
"F114","7/26/08","7:20",499852,3592876,131
"F114","7/27/08","8:16",499836,3592856,26
"F114","7/28/08","23:59",499783,3592833,58
"F114","7/28/08","21:20",499785,3592823,10
"F114","8/6/08","22:03",499640,3592726,174
"F114","8/11/08","22:42",499704,3592722,64
"F114","8/25/08","19:55",499775,3592755,78
"F114","9/3/08","8:03",499748,3592833,83
"F114","9/6/08","21:13",499585,3592714,202
"F114","9/11/08","10:41",499881,3593087,476
"F114","9/18/08","8:21",499881,3593087,0
"F114","9/24/08","18:01",499881,3593087,0
"F114","9/27/08","18:27",499881,3593087,0
"F114","10/5/08","12:54",499936,3593039,73
"F114","10/10/08","9:56",499877,3592956,102
"F114","10/17/08","14:05",499760,3592878,141
"F114","10/24/08","16:04",499881,3592957,145
"F114","11/8/08","14:47",499721,3592991,164
"F114","3/28/09","0:00",499887,3592897,191
"F114","4/9/09","0:00",499887,3592897,0
"F114","4/10/09","0:00",499887,3592897,0
"F114","4/11/09","0:00",499887,3592897,0
"F114","4/13/09","0:00",499887,3592897,0
"F114","4/16/09","0:00",499717,3592944,176
"F114","4/18/09","0:00",499717,3592944,0
"F114","4/20/09","0:00",499717,3592944,0
"F114","4/21/09","0:00",499767,3592960,52
"F114","4/22/09","0:00",499767,3592960,0
"F114","4/23/09","0:00",499767,3592960,0
"F114","4/25/09","0:00",499743,3592955,25
"F114","4/26/09","0:00",499744,3592955,1
"F114","4/27/09","0:00",499744,3592955,0
"F114","4/30/09","0:00",499850,3592794,193
"F114","5/11/09","0:00",499796,3592622,180
"F114","5/11/09","0:00",499822,3592558,69
"F114","5/12/09","0:00",499744,3592580,81
"F114","5/19/09","0:00",499719,3592568,28
"F114","5/25/09","0:00",499840,3592902,355
"F114","6/4/09","0:00",499780,3592761,153
"F114","6/8/09","0:00",499780,3592761,0
"F114","6/9/09","0:00",499780,3592761,0
"F114","6/10/09","0:00",499784,3592770,10
"F114","6/11/09","0:00",499784,3592770,0
"F114","6/12/09","0:00",499788,3592773,5
"F114","6/13/09","0:00",499788,3592773,0
"F114","6/15/09","0:00",499788,3592773,0
"F114","6/16/09","0:00",499788,3592773,0
"F114","6/17/09","0:00",499788,3592773,0
"F114","6/26/09","0:00",499791,3592840,67
"F114","7/2/09","21:46",499791,3592841,1
"F114","7/6/09","0:00",499828,3592891,62
"F114","7/7/09","11:10",499866,3592938,53
"F114","7/20/09","23:14",499833,3592853,91
"F114","8/4/09","0:00",499621,3592715,253
"F114","8/4/09","0:00",499532,3592610,138
"F114","8/11/09","0:00",499879,3592682,354
"F114","8/17/09","20:53",499514,3592725,368
"F114","8/18/09","0:51",499571,3592756,65
"F114","8/19/09","23:44",499790,3592803,224
"F114","10/18/09","14:33",499792,3592797,6
"F114","10/19/09","18:46",499792,3592797,0
"F114","10/20/09","14:08",499792,3592797,0
"F114","10/25/09","11:20",499861,3592917,138
"F114","10/31/09","14:48",499861,3592917,0
"F114","11/8/09","12:46",499861,3592917,0
"F114","11/14/09","0:00",499727,3592993,154
"F114","11/22/09","15:21",499727,3592987,6
"F114","11/29/09","13:19",499727,3592987,0
"F114","12/13/09","12:20",499727,3592987,0
"F114","3/25/10","15:57",499808,3592921,104
"F114","4/5/10","14:59",499890,3592782,161
"F114","4/24/10","13:31",499890,3592898,116
"F114","4/29/10","16:53",499926,3592789,115
"F114","5/6/10","14:26",499585,3592815,342
"F114","5/14/10","13:55",499824,3592613,313
"F114","5/23/10","12:32",499702,3592733,171
"F114","6/2/10","17:47",499601,3592614,156
"F114","6/7/10","13:57",499571,3592646,44
"F114","6/12/10","16:33",499624,3592667,57
"F114","6/17/10","10:22",499675,3592830,171
"F114","6/22/10","21:31",499709,3592844,37
"F114","6/27/10","22:23",499772,3592878,72
"F114","6/29/10","20:07",499759,3592878,13
"F114","7/3/10","21:13",499759,3592878,0
"F114","7/4/10","20:55",499772,3592881,13
"F114","7/8/10","0:30",499786,3592834,49
"F114","7/9/10","21:39",499832,3592910,89
"F114","7/13/10","7:31",499814,3592843,69
"F114","7/13/10","3:11",499813,3592846,3
"F114","7/19/10","0:26",499697,3592906,131
"F114","7/20/10","7:14",499712,3592847,61
"F114","7/22/10","21:21",499728,3592915,70
"F114","7/23/10","8:59",499867,3592925,139
"F114","7/28/10","20:21",499885,3592891,38
"F114","8/3/10","19:34",499711,3592809,192
"F114","8/9/10","18:10",499870,3592812,159
"F114","8/17/10","22:59",499880,3592807,11
"F114","8/18/10","6:57",499880,3592807,0
"F114","8/28/10","0:39",499874,3592641,166
"F114","8/31/10","23:21",499859,3592642,15
"F114","9/1/10","10:43",499785,3592629,75
"F114","9/2/10","1:16",499785,3592629,0
"F114","9/8/10","21:54",499668,3592695,134
"F114","9/16/10","18:34",499625,3592713,47
"F114","9/17/10","21:23",499625,3592713,0
"F114","9/23/10","18:54",499625,3592713,0
"F114","9/26/10","21:10",499639,3592696,22
"F114","9/27/10","9:40",499625,3592713,22
"F114","10/1/10","18:05",499884,3592962,359
"F114","10/8/10","11:33",499883,3592968,6
"F114","10/19/10","17:06",499884,3592960,8
"F114","10/22/10","15:19",499884,3592960,0
"F114","10/29/10","17:17",499908,3592960,24
"F114","1/2/11","14:33",499742,3592953,166
"F114","3/25/11","15:38",499806,3592889,91
"F114","4/12/11","11:24",499840,3592896,35
"F114","4/19/11","11:59",499842,3592900,4
"F114","4/29/11","12:14",499745,3592973,121
"F114","5/12/11","15:14",499763,3592861,113
"F114","5/16/11","14:25",499766,3592860,3
"F114","5/20/11","16:30",499766,3592860,0
"F114","5/27/11","12:49",499711,3592847,57
"F114","6/13/11","12:33",499714,3592842,6
"F114","7/25/11","16:39",499803,3592865,92
"F114","8/5/11","17:48",499795,3592832,34
"F114","8/9/11","7:31",499623,3592670,236
"F114","8/13/11","10:33",499795,3592830,235
"F114","8/16/11","15:07",499684,3592731,149
"F114","8/23/11","16:45",499760,3592743,77
"F114","9/4/11","18:46",499856,3592678,116
"F114","10/7/11","17:55",499740,3593096,434
"F114","11/19/11","9:41",499771,3592950,149
"F114","11/27/11","12:52",499774,3592949,3
"F114","12/5/11","10:55",499774,3592949,0
"F114","12/27/11","9:29",499774,3592949,0
"F114","1/17/12","15:50",499752,3592960,25
"F114","1/24/12","13:46",499752,3592960,0
"F114","2/1/12","13:10",499752,3592960,0
"F114","2/17/12","12:46",499752,3592960,0
"F114","2/29/12","12:15",499806,3592888,90
"F114","3/10/12","9:49",499806,3592888,0
"F114","3/13/12","12:50",499863,3592911,61
"F114","3/22/12","12:20",499846,3592943,36
"F114","3/27/12","15:45",499752,3592971,98
"F114","4/4/12","12:08",499752,3592971,0
"F114","4/11/12","12:11",499862,3592773,227
"F114","5/4/12","17:44",499851,3592884,112
"F114","5/11/12","17:14",499775,3592741,162
"F114","5/23/12","19:47",499774,3592741,1
"F114","5/27/12","7:50",499786,3592764,26
"F114","5/29/12","8:54",499787,3592765,1
"F114","5/30/12","8:41",499785,3592764,2
"F114","6/8/12","9:16",499783,3592760,4
"F114","6/14/12","10:05",499783,3592764,4
"F114","6/16/12","8:35",499898,3592817,127
"F114","6/24/12","23:04",499791,3592839,109
"F114","7/5/12","11:57",499763,3592929,94
"F114","7/10/12","7:30",499767,3592930,4
"F114","7/12/12","8:46",499792,3592841,92
"F114","7/16/12","9:52",499730,3592885,76
"F114","7/18/12","6:53",499729,3592897,12
"F114","7/20/12","17:18",499813,3592808,122
"F114","7/23/12","14:47",499859,3592673,143
"F114","7/25/12","10:43",499872,3592811,139
"F114","7/27/12","9:12",499811,3592853,74
"F114","7/30/12","20:50",499874,3592784,93
"F114","8/1/12","9:41",499619,3592706,267
"F114","8/3/12","10:37",499673,3592727,58
"F114","8/11/12","18:10",499722,3592723,49
"F114","8/13/12","20:36",499781,3592860,149
"F114","8/15/12","9:03",499804,3592841,30
"F114","8/17/12","9:05",499765,3592841,39
"F114","8/27/12","13:52",499623,3592736,177
"F114","9/2/12","12:02",499705,3592649,120
"F114","9/7/12","15:39",499877,3592813,238
"F114","9/16/12","18:31",499664,3592596,304
"F114","9/20/12","11:45",499666,3592595,2
"F114","9/26/12","15:51",499735,3592729,151
"F114","9/29/12","21:35",499881,3593064,365
"F114","10/5/12","16:48",499779,3593183,157
"F114","10/17/12","14:34",499883,3593066,157
"F114","10/29/12","18:03",499882,3593067,1
"F114","11/3/12","10:48",499882,3593067,0
"F114","11/11/12","12:20",499882,3593067,0
"F114","11/26/12","16:52",499882,3593067,0
"F114","12/8/12","13:38",499881,3593066,1
"F114","12/17/12","11:36",499881,3593066,0
"F114","12/21/12","10:16",499883,3593065,2
"F114","12/28/12","10:59",499883,3593065,0
"F114","1/10/13","13:10",499883,3593065,0
"F114","1/25/13","11:16",499748,3592960,171
"F114","2/7/13","12:59",499748,3592960,0
"F114","2/21/13","12:46",499747,3592955,5
"F114","3/10/13","11:56",499815,3592898,89
"F114","3/21/13","12:17",499852,3592880,41
"F114","3/22/13","10:06",499849,3592922,42
