"LIZARDNUMBER","DATE","TIME","EASTING","NORTHING","Distance.Moved..m."
"F66","5/2/07","0:00",500884,3592322,NA
"F66","5/3/07","0:00",500884,3592322,0
"F66","5/6/07","0:00",500908,3592594,273
"F66","5/13/07","0:00",500970,3592386,217
"F66","5/17/07","0:00",500864,3592281,149
"F66","5/23/07","0:00",500969,3592387,149
"F66","6/1/07","0:00",500971,3592388,2
"F66","6/5/07","0:00",500971,3592388,0
"F66","6/10/07","0:00",500971,3592388,0
"F66","6/12/07","0:00",500971,3592388,0
"F66","6/20/07","0:00",500971,3592388,0
"F66","6/27/07","0:00",501003,3592171,219
"F66","7/3/07","0:00",501034,3592183,33
"F66","7/5/07","0:00",501034,3592183,0
"F66","7/18/07","0:00",501034,3592183,0
"F66","7/19/07","0:00",501034,3592183,0
"F66","8/16/07","0:00",500850,3592094,204
"F66","8/19/07","0:00",501019,3592172,186
"F66","8/22/07","0:00",500883,3591881,321
"F66","8/27/07","0:00",500869,3592011,131
"F66","8/28/07","0:00",500869,3592011,0
"F66","8/30/07","0:00",500747,3592178,207
"F66","4/9/08","12:39",501088,3592253,349
"F66","4/16/08","11:44",501079,3592173,81
"F66","4/22/08","8:17",501088,3592253,81
"F66","4/23/08","9:32",501088,3592253,0
"F66","4/24/08","10:07",501088,3592253,0
"F66","4/25/08","10:15",501091,3592147,106
"F66","5/1/08","13:30",500901,3592079,202
"F66","5/2/08","13:30",500910,3591999,81
"F66","5/5/08","11:15",501020,3592172,205
"F66","5/7/08","9:53",501058,3592243,81
"F66","5/8/08","9:52",501058,3592243,0
"F66","5/12/08","20:40",501058,3592243,0
"F66","5/20/08","10:30",501058,3592243,0
"F66","5/21/08","19:18",501058,3592243,0
"F66","5/24/08","19:06",501091,3592246,33
"F66","5/26/08","19:33",500878,3592579,395
"F66","5/28/08","20:00",500878,3592579,0
"F66","6/2/08","20:35",500878,3592579,0
"F66","6/3/08","21:12",500878,3592579,0
"F66","6/6/08","19:51",500878,3592579,0
"F66","6/9/08","19:02",500878,3592579,0
"F66","6/11/08","22:07",500878,3592579,0
"F66","6/19/08","20:47",500878,3592583,4
"F66","6/21/08","20:58",500877,3592579,4
"F66","6/22/08","22:18",500877,3592579,0
"F66","6/24/08","20:42",500877,3592579,0
"F66","6/28/08","20:41",501073,3592200,427
"F66","6/30/08","20:15",501037,3592181,41
"F66","7/8/08","7:17",501005,3592171,34
"F66","7/14/08","22:24",500908,3592153,99
"F66","7/15/08","22:12",500888,3591876,278
"F66","7/17/08","7:42",501053,3592242,401
"F66","7/22/08","22:50",500901,3592043,250
"F66","7/26/08","8:08",500985,3592286,257
"F66","7/29/08","10:04",500870,3592268,116
"F66","8/4/08","21:52",500949,3591988,291
"F66","8/11/08","22:20",501012,3592036,79
"F66","8/25/08","20:16",500942,3592129,116
"F66","9/2/08","9:35",500901,3592073,69
"F66","9/6/08","20:52",500929,3592350,278
"F66","9/11/08","9:36",500931,3592063,287
"F66","9/18/08","9:03",501058,3592219,201
"F66","9/19/08","20:30",501058,3592219,0
"F66","9/25/08","9:42",500867,3592592,419
"F66","9/29/08","11:24",500936,3592647,88
"F66","10/4/08","16:41",500933,3592648,3
"F66","10/10/08","10:47",500933,3592647,1
"F66","10/17/08","16:18",500985,3592582,83
"F66","10/23/08","15:54",500985,3592582,0
"F66","11/8/08","13:57",500972,3592615,35
"F66","3/14/09","0:00",500920,3592553,81
"F66","3/17/09","0:00",500920,3592553,0
"F66","3/28/09","0:00",500971,3592408,154
