"LIZARDNUMBER","DATE","TIME","EASTING","NORTHING","Distance.Moved..m."
"F147","7/25/10","22:28",501383,3592425,83
"F147","7/26/10","19:26",501373,3592429,11
"F147","8/1/10","20:05",501390,3592599,171
"F147","8/17/10","10:03",501228,3592396,260
"F147","8/18/10","19:34",501223,3592403,9
"F147","8/24/10","8:10",501273,3592506,114
"F147","9/6/10","6:28",501276,3592507,3
"F147","9/9/10","10:23",501281,3592509,5
"F147","9/16/10","18:59",501268,3592503,14
"F147","9/17/10","19:03",501268,3592503,0
"F147","9/23/10","19:15",501268,3592503,0
"F147","9/26/10","19:44",501268,3592503,0
"F147","9/27/10","20:16",501268,3592497,6
"F147","10/1/10","16:44",501268,3592497,0
"F147","10/8/10","10:56",501266,3592499,3
"F147","10/19/10","13:10",501269,3592497,4
"F147","10/22/10","12:39",501269,3592497,0
"F147","1/27/11","12:07",501302,3592459,50
"F147","2/26/11","14:44",501302,3592459,0
"F147","3/25/11","18:50",501639,3592334,359
"F147","4/11/11","10:40",501643,3592332,4
"F147","4/29/11","10:55",501353,3592317,290
"F147","5/12/11","14:09",501200,3592725,436
"F147","5/16/11","15:52",501769,3592384,663
"F147","5/20/11","11:08",501601,3592631,299
"F147","5/27/11","8:44",501425,3592491,225
"F147","6/13/11","11:37",501713,3592423,296
"F147","7/8/11","10:32",501368,3592147,442
"F147","8/4/11","16:06",501277,3592427,294
"F147","8/7/11","8:56",501275,3592426,2
"F147","8/13/11","12:14",501220,3592454,62
"F147","8/23/11","16:22",501436,3592245,301
"F147","9/5/11","9:48",501404,3592235,34
"F147","9/13/11","18:21",501438,3592248,36
"F147","9/22/11","18:03",501444,3592249,6
"F147","10/1/11","10:23",501443,3592249,1
"F147","10/7/11","15:52",501440,3592248,3
"F147","11/19/11","10:54",501312,3592461,249
"F147","11/28/11","12:27",501312,3592457,4
"F147","12/6/11","15:16",501312,3592457,0
"F147","12/27/11","10:45",501312,3592457,0
"F147","1/18/12","13:37",501326,3592403,56
"F147","1/24/12","12:44",501326,3592403,0
"F147","2/1/12","11:30",501326,3592403,0
"F147","2/17/12","15:44",501326,3592403,0
"F147","2/29/12","15:52",501251,3592441,84
"F147","3/10/12","13:47",501251,3592441,0
"F147","3/14/12","11:48",501252,3592411,30
"F147","3/22/12","16:22",501416,3592414,164
"F147","3/30/12","14:12",501627,3592315,233
"F147","4/5/12","8:11",501432,3592480,255
"F147","4/13/12","17:46",501336,3592352,160
"F147","4/21/12","10:52",501358,3592712,361
"F147","4/22/12","18:11",501600,3592249,522
"F147","5/11/12","8:33",501485,3592592,362
"F147","5/23/12","22:25",501245,3592572,241
"F147","5/27/12","8:49",501245,3592571,1
"F147","5/31/12","18:42",501244,3592574,3
"F147","6/7/12","21:30",501577,3592337,409
"F147","6/14/12","13:13",501269,3592515,356
"F147","6/22/12","14:16",501283,3592451,66
"F147","7/5/12","12:43",501503,3592333,250
"F147","7/10/12","8:06",501269,3592515,296
"F147","7/12/12","11:05",501657,3592510,388
"F147","7/16/12","11:47",501340,3592305,378
"F147","7/17/12","21:46",501555,3592485,280
"F147","7/20/12","19:57",501488,3592327,172
"F147","7/23/12","16:27",501429,3592327,59
"F147","7/25/12","12:55",501388,3592350,47
"F147","7/27/12","10:48",501217,3592210,221
"F147","7/30/12","19:26",501357,3592359,204
"F147","8/1/12","8:38",501255,3592167,217
"F147","8/3/12","9:33",501708,3592432,525
"F147","8/10/12","14:17",501401,3592692,402
"F147","8/15/12","8:50",501402,3592688,4
"F147","8/17/12","10:26",501444,3592323,367
"F147","8/22/12","20:22",501637,3592392,205
"F147","8/27/12","11:20",501265,3592418,373
"F147","9/2/12","9:28",501431,3592320,193
"F147","9/7/12","13:05",501431,3592331,11
"F147","9/20/12","13:28",501661,3592382,236
"F147","9/26/12","16:31",501704,3592443,75
"F147","9/29/12","22:22",501660,3592383,74
"F147","10/5/12","16:01",501662,3592385,3
"F147","10/17/12","16:00",501662,3592385,0
"F147","10/24/12","18:30",501288,3592408,375
"F147","11/3/12","12:58",501288,3592408,0
"F147","11/11/12","13:48",501288,3592408,0
"F147","11/26/12","15:56",501288,3592408,0
"F147","12/8/12","12:10",501288,3592408,0
"F147","12/17/12","10:39",501288,3592408,0
"F147","12/21/12","13:58",501287,3592410,2
"F147","12/28/12","12:52",501287,3592410,0
"F147","1/10/13","15:34",501272,3592395,21
"F147","1/25/13","13:10",501272,3592395,0
"F147","2/7/13","14:56",501270,3592391,4
"F147","2/21/13","14:49",501270,3592355,36
"F147","3/10/13","13:48",501270,3592355,0
"F147","3/21/13","14:40",501424,3592335,155
