"LIZARDNUMBER","DATE","TIME","EASTING","NORTHING","Distance.Moved..m."
"M69","5/2/07","0:00",499906,3592517,NA
"M69","5/3/07","0:00",499906,3592517,0
"M69","5/6/07","0:00",499906,3592517,0
"M69","5/13/07","0:00",499836,3592589,100
"M69","5/17/07","0:00",499781,3592492,112
"M69","5/23/07","0:00",499781,3592492,0
"M69","6/1/07","0:00",499553,3592815,395
"M69","8/11/09","19:37",501150,3591799,1893
"M69","8/17/09","20:30",501150,3591799,0
"M69","8/28/09","23:58",501091,3592612,815
"M69","8/30/09","10:23",501091,3592612,0
"M69","9/1/09","22:31",501074,3592602,20
"M69","9/9/09","20:45",501076,3592600,3
"M69","9/15/09","20:43",501076,3592600,0
"M69","9/23/09","9:45",501090,3592612,18
"M69","9/24/09","18:30",501087,3592617,6
"M69","9/30/09","9:51",501091,3592613,6
"M69","10/6/09","18:06",501095,3592611,4
"M69","10/10/09","16:15",501110,3592615,16
"M69","10/18/09","17:50",501095,3592611,16
"M69","10/25/09","13:14",501095,3592611,0
"M69","10/31/09","11:56",501095,3592611,0
"M69","11/8/09","15:27",501065,3592610,30
"M69","11/14/09","0:00",501083,3592640,35
"M69","11/29/09","14:07",501065,3592610,35
"M69","12/13/09","14:17",501082,3592636,31
"M69","12/22/09","11:10",501082,3592636,0
"M69","3/25/10","17:22",501207,3592418,251
"M69","4/5/10","15:41",501141,3592501,106
"M69","5/6/10","12:50",501334,3592152,399
"M69","5/14/10","11:20",501319,3592321,170
"M69","6/2/10","12:12",501336,3592206,116
"M69","6/12/10","17:47",501102,3592259,240
"M69","6/17/10","8:15",501037,3592339,103
"M69","6/22/10","8:04",501040,3592340,3
"M69","6/23/10","8:45",501039,3592342,2
"M69","6/26/10","20:15",501146,3592361,109
"M69","6/27/10","21:03",501126,3592384,30
"M69","6/27/10","0:01",501131,3592384,5
"M69","7/2/10","21:08",501207,3592295,117
"M69","7/3/10","20:29",501311,3592181,154
"M69","7/4/10","19:13",501310,3592176,5
"M69","7/6/10","23:23",501232,3592188,79
"M69","7/8/10","10:30",501313,3592179,81
"M69","7/8/10","2:00",501311,3592162,17
"M69","7/9/10","19:27",501311,3592162,0
"M69","7/12/10","21:34",501315,3592183,21
"M69","7/15/10","7:04",501154,3591952,282
"M69","7/18/10","21:06",501315,3592158,261
"M69","7/19/10","0:18",501218,3592136,99
"M69","7/20/10","9:00",501082,3592155,137
"M69","7/20/10","21:40",501033,3592000,163
"M69","7/22/10","23:36",501036,3592015,15
"M69","7/23/10","22:24",500999,3591800,218
"M69","7/23/10","9:41",501036,3592015,218
"M69","8/2/10","21:15",501211,3591983,178
"M69","8/2/10","1:15",501213,3591984,2
"M69","8/9/10","19:15",501212,3591986,2
