"LIZARDNUMBER","DATE","TIME","EASTING","NORTHING","Distance.Moved..m."
"F24","5/2/07","0:00",501793,3592140,NA
"F24","5/2/07","0:00",501803,3592147,12
"F24","5/19/07","0:00",501824,3592092,59
"F24","5/23/07","0:00",501824,3592092,0
"F24","6/1/07","0:00",501826,3592091,2
"F24","6/5/07","0:00",501826,3592091,0
"F24","6/10/07","0:00",501826,3592091,0
"F24","6/12/07","0:00",501826,3592091,0
"F24","6/20/07","0:00",501959,3592139,141
"F24","6/27/07","0:00",501959,3592139,0
"F24","7/3/07","0:00",501959,3592139,0
"F24","7/5/07","0:00",501956,3592193,54
"F24","7/17/07","0:00",501960,3592194,4
"F24","7/19/07","0:00",501763,3592246,204
