"LIZARDNUMBER","DATE","TIME","EASTING","NORTHING","Distance.Moved..m."
"F137","8/3/08","9:04",501327,3592186,NA
"F137","8/4/08","23:20",501465,3592237,147
"F137","8/6/08","20:40",501530,3592195,77
"F137","8/12/08","0:01",501282,3592356,296
"F137","8/25/08","21:33",501438,3592238,196
"F137","8/29/08","21:41",501539,3592302,120
"F137","9/5/08","21:27",501560,3592293,23
"F137","9/11/08","8:17",501612,3592297,52
"F137","9/18/08","18:29",501356,3592365,265
"F137","9/26/08","18:13",501300,3592389,61
"F137","9/29/08","10:19",501601,3592292,316
"F137","10/5/08","7:37",501615,3592351,61
"F137","10/10/08","15:29",501608,3592362,13
"F137","10/17/08","13:12",501615,3592348,16
"F137","11/8/08","11:07",501346,3592430,281
"F137","4/9/09","0:00",501486,3592328,173
"F137","4/10/09","0:00",501631,3592272,155
"F137","4/13/09","0:00",501626,3592279,9
"F137","4/30/09","0:00",501334,3592204,301
"F137","5/11/09","0:00",501460,3592207,126
"F137","5/12/09","0:00",501455,3592299,92
"F137","5/18/09","0:00",501455,3592299,0
"F137","5/19/09","0:00",501443,3592231,69
"F137","5/25/09","0:00",501316,3592416,224
"F137","6/13/09","0:00",501312,3592336,80
"F137","6/17/09","0:00",501293,3592369,38
"F137","6/26/09","0:00",501556,3592285,276
"F137","7/4/09","7:47",501681,3592365,148
"F137","7/19/09","0:00",501444,3592233,271
"F137","7/27/09","22:06",501371,3592364,150
"F137","7/28/09","0:43",501399,3592274,94
"F137","7/29/09","22:05",501438,3592248,47
"F137","8/11/09","0:00",501440,3592247,2
"F137","8/21/09","2:19",501593,3592349,184
"F137","9/5/09","3:07",501598,3592357,9
"F137","9/9/09","19:45",501596,3592358,2
"F137","9/15/09","19:36",501643,3592357,47
"F137","9/22/09","21:42",501596,3592360,47
"F137","9/23/09","22:30",501612,3592278,84
"F137","9/29/09","21:21",501648,3592367,96
"F137","9/30/09","19:21",501648,3592367,0
"F137","10/6/09","14:03",501648,3592367,0
"F137","10/9/09","19:43",501555,3592293,119
"F137","10/18/09","19:24",501555,3592292,1
"F137","10/25/09","14:53",501345,3592431,252
"F137","10/31/09","12:43",501345,3592431,0
"F137","11/8/09","11:34",501345,3592431,0
"F137","11/14/09","0:00",501346,3592433,2
"F137","11/22/09","14:00",501345,3592431,2
"F137","12/13/09","11:19",501345,3592431,0
"F137","3/25/10","14:47",501316,3592398,44
"F137","4/5/10","17:49",501616,3592291,319
"F137","4/24/10","15:22",501476,3592142,204
"F137","5/6/10","10:30",501474,3592142,2
"F137","5/14/10","10:50",501553,3592290,168
"F137","5/23/10","15:23",501338,3592310,216
"F137","6/2/10","20:26",501563,3592341,227
"F137","6/4/10","21:45",501610,3592307,58
"F137","6/14/10","11:10",501451,3592310,159
"F137","6/17/10","21:03",501335,3592350,123
"F137","6/22/10","19:56",501446,3592231,163
"F137","6/25/10","18:54",501443,3592169,62
"F137","6/26/10","19:46",501446,3592234,65
"F137","6/28/10","21:13",501363,3592157,113
"F137","6/29/10","20:45",501424,3592204,77
"F137","7/3/10","21:05",501444,3592217,24
"F137","7/3/10","0:19",501447,3592209,9
"F137","7/4/10","18:50",501452,3592216,9
"F137","7/6/10","22:39",501426,3592335,122
"F137","7/7/10","20:52",501380,3592357,51
"F137","7/13/10","20:04",501347,3592311,57
"F137","7/18/10","21:13",501584,3592323,237
"F137","7/24/10","7:22",501641,3592370,74
"F137","7/25/10","22:44",501416,3592419,230
"F137","7/26/10","19:04",501379,3592394,45
"F137","7/28/10","20:28",501353,3592318,80
"F137","7/29/10","23:59",501351,3592322,4
"F137","7/30/10","9:44",501341,3592315,12
"F137","7/31/10","20:52",501342,3592311,4
"F137","8/1/10","22:03",501358,3592342,35
"F137","8/2/10","20:11",501433,3592285,94
"F137","8/16/10","21:43",501341,3592388,138
"F137","8/23/10","21:21",501594,3592346,256
"F137","9/5/10","17:19",501383,3592329,212
"F137","9/9/10","9:33",501491,3592332,108
"F137","9/16/10","20:16",501332,3592389,169
"F137","9/17/10","19:51",501332,3592389,0
"F137","9/23/10","19:49",501304,3592417,40
"F137","9/26/10","20:07",501304,3592417,0
"F137","9/27/10","20:33",501304,3592417,0
"F137","10/1/10","17:32",501340,3592385,48
"F137","10/13/10","15:27",501334,3592378,9
"F137","10/19/10","14:49",501336,3592386,8
"F137","10/22/10","13:32",501336,3592386,0
"F137","11/1/10","13:34",501328,3592385,8
"F137","1/2/11","13:15",501302,3592398,29
"F137","4/1/11","15:05",501574,3592321,283
"F137","4/11/11","11:19",501544,3592308,33
"F137","4/19/11","10:59",501296,3592375,257
"F137","4/29/11","10:26",501334,3592383,39
"F137","5/12/11","11:57",501321,3592388,14
"F137","5/16/11","11:04",501275,3592291,107
"F137","5/20/11","11:46",501567,3592339,296
"F137","5/27/11","12:14",501377,3592391,197
"F137","6/13/11","11:24",501594,3592357,220
"F137","7/25/11","17:27",501331,3592376,264
"F137","8/2/11","19:38",501338,3592385,11
"F137","8/6/11","10:08",501338,3592386,1
"F137","8/7/11","7:46",501336,3592384,3
"F137","8/8/11","0:21",501336,3592384,0
"F137","8/9/11","11:18",501478,3592283,174
"F137","8/11/11","17:01",501387,3592162,151
"F137","8/14/11","8:31",501336,3592374,218
"F137","8/16/11","18:07",501353,3592176,199
"F137","8/23/11","16:12",501432,3592249,108
"F137","8/25/11","19:26",501438,3592246,7
"F137","9/1/11","19:28",501431,3592224,23
"F137","9/5/11","9:14",501445,3592236,18
"F137","9/8/11","18:40",501442,3592238,4
"F137","9/12/11","17:36",501447,3592240,5
"F137","9/20/11","17:06",501333,3592374,176
"F137","9/22/11","18:23",501334,3592378,4
"F137","10/1/11","10:01",501312,3592423,50
"F137","10/7/11","15:27",501315,3592420,4
"F137","11/19/11","11:20",501299,3592417,16
"F137","11/28/11","12:46",501301,3592413,4
