"LIZARDNUMBER","DATE","TIME","EASTING","NORTHING","Distance.Moved..m."
"F200","7/18/10","21:44",499393,3592294,NA
"F200","7/19/10","0:48",499393,3592294,0
"F200","7/20/10","20:22",499395,3592300,6
"F200","7/22/10","22:47",499393,3592293,7
"F200","7/22/10","8:59",499393,3592296,3
"F200","7/23/10","9:04",499358,3592308,37
"F200","7/24/10","7:51",499412,3592292,56
"F200","7/25/10","20:39",499386,3592272,33
"F200","7/26/10","21:39",499354,3592311,50
"F200","7/29/10","8:06",499435,3592260,96
"F200","7/31/10","22:31",499401,3592332,80
"F200","8/1/10","22:46",499405,3592272,60
"F200","8/2/10","19:05",499408,3592272,3
"F200","8/5/10","21:44",499424,3592395,124
"F200","8/8/10","11:29",499399,3592330,70
"F200","8/17/10","21:53",499410,3592291,41
"F200","8/18/10","8:20",499408,3592291,2
"F200","8/18/10","21:53",499412,3592289,4
"F200","8/22/10","23:15",499264,3592298,148
"F200","8/23/10","23:00",499233,3592332,46
"F200","8/24/10","8:56",499232,3592333,1
"F200","9/1/10","20:49",499304,3592421,114
"F200","9/9/10","8:12",499423,3592393,122
"F200","9/15/10","8:04",499440,3592259,135
"F200","9/17/10","21:41",499440,3592259,0
"F200","9/23/10","18:41",499347,3592431,196
"F200","9/27/10","11:19",499347,3592431,0
"F200","9/28/10","8:42",499327,3592439,22
"F200","10/1/10","18:34",499347,3592431,22
"F200","10/11/10","14:18",499314,3592731,302
"F200","10/19/10","16:42",499315,3592738,7
"F200","10/22/10","14:55",499315,3592738,0
"F200","10/29/10","17:35",499315,3592733,5
"F200","11/12/10","13:55",499309,3592740,9
"F200","1/12/11","10:22",499293,3592697,46
"F200","3/25/11","16:12",499515,3592468,319
"F200","4/12/11","10:30",499331,3592676,278
"F200","4/16/11","14:52",499388,3592363,318
"F200","4/29/11","11:51",499325,3592403,75
"F200","5/12/11","15:33",499275,3592376,57
"F200","5/16/11","7:12",499274,3592383,7
"F200","5/20/11","17:18",499501,3592354,229
"F200","5/27/11","13:05",499329,3592262,195
"F200","6/13/11","10:45",499329,3592262,0
"F200","7/8/11","10:07",499454,3592372,167
"F200","7/25/11","15:59",499418,3592433,71
"F200","8/4/11","11:39",499236,3592346,202
"F200","8/7/11","10:21",499243,3592397,51
"F200","8/11/11","16:20",499279,3592271,131
"F200","8/13/11","10:52",499278,3592276,5
"F200","8/16/11","14:33",499429,3592386,187
"F200","8/20/11","16:59",499322,3592385,107
"F200","8/27/11","17:51",499373,3592513,138
"F200","9/4/11","17:23",499401,3592274,241
"F200","9/13/11","15:06",499404,3592479,205
"F200","9/22/11","19:35",499454,3592484,50
"F200","10/1/11","11:52",499454,3592484,0
"F200","10/7/11","19:20",499454,3592484,0
"F200","11/19/11","9:13",499347,3592691,233
"F200","11/27/11","12:28",499354,3592700,11
"F200","12/5/11","10:33",499354,3592700,0
"F200","12/27/11","9:10",499354,3592700,0
