"LIZARDNUMBER","DATE","TIME","EASTING","NORTHING","Distance.Moved..m."
"M119","7/29/08","18:41",500114,3592513,4
"M119","7/30/08","23:11",500114,3592513,0
"M119","7/31/08","10:15",500114,3592513,0
"M119","7/31/08","21:32",500120,3592511,6
"M119","8/4/08","22:56",500184,3592671,172
"M119","8/22/08","20:05",500185,3592749,78
"M119","8/27/08","8:25",500216,3592790,51
"M119","9/3/08","8:40",500372,3592898,190
"M119","9/11/08","11:15",500427,3592834,84
"M119","9/17/08","19:01",500427,3592834,0
"M119","9/25/08","7:52",500427,3592834,0
"M119","9/27/08","18:31",500332,3592948,148
"M119","10/10/08","8:59",500540,3592980,210
"M119","10/17/08","18:16",500411,3593042,143
"M119","10/23/08","17:44",500542,3593010,135
"M119","11/8/08","15:36",500300,3592964,246
"M119","3/28/09","0:00",500215,3592655,320
"M119","4/9/09","0:00",500215,3592655,0
"M119","4/10/09","0:00",500215,3592655,0
"M119","4/11/09","0:00",500215,3592655,0
"M119","4/13/09","0:00",500281,3592672,68
"M119","4/16/09","0:00",500395,3593077,421
"M119","4/18/09","0:00",500403,3593071,10
"M119","4/20/09","0:00",500403,3593071,0
"M119","4/21/09","0:00",500403,3593071,0
"M119","4/22/09","0:00",500392,3593079,14
"M119","4/23/09","0:00",500392,3593079,0
"M119","4/25/09","0:00",500291,3592945,168
"M119","4/26/09","0:00",500313,3592879,70
"M119","4/26/09","0:00",500314,3592878,1
"M119","4/27/09","0:00",500314,3592878,0
"M119","4/30/09","0:00",500311,3592880,4
"M119","5/11/09","0:00",500311,3592880,0
"M119","5/11/09","0:00",500310,3592872,8
"M119","5/12/09","0:00",500331,3592869,21
"M119","5/12/09","0:00",500328,3592872,4
"M119","5/13/09","0:00",500328,3592872,0
"M119","5/13/09","0:00",500311,3592873,17
"M119","5/25/09","0:00",500226,3592887,86
"M119","6/4/09","0:00",500594,3593057,405
"M119","6/8/09","0:00",500594,3593057,0
"M119","6/8/09","0:00",500442,3592965,178
"M119","6/26/09","0:00",500157,3592552,502
"M119","7/2/09","22:30",500106,3592547,51
"M119","7/9/09","20:36",500126,3592487,63
"M119","7/10/09","0:00",500124,3592489,3
"M119","7/11/09","0:00",500124,3592489,0
"M119","7/12/09","0:00",500377,3592470,254
"M119","7/13/09","0:00",500377,3592470,0
"M119","7/13/09","0:00",500450,3592341,148
"M119","7/14/09","0:00",500450,3592341,0
"M119","7/14/09","7:45",500456,3592331,12
"M119","7/25/09","23:10",500378,3592462,152
"M119","8/4/09","0:00",500450,3592341,141
"M119","8/4/09","0:00",500395,3592462,133
"M119","8/11/09","0:00",500377,3592470,20
"M119","8/13/09","23:21",500280,3592429,105
"M119","8/16/09","21:54",500280,3592429,0
"M119","8/25/09","20:33",500116,3592530,193
"M119","8/26/09","22:03",500116,3592480,50
"M119","8/27/09","20:33",500119,3592482,4
"M119","8/28/09","23:51",500119,3592482,0
"M119","9/1/09","0:05",500157,3592561,88
"M119","9/2/09","0:00",500159,3592560,2
"M119","9/4/09","0:00",500159,3592560,0
"M119","9/5/09","0:00",500159,3592560,0
"M119","9/6/09","0:00",500159,3592560,0
"M119","9/7/09","0:00",500159,3592560,0
"M119","9/9/09","21:25",500157,3592561,2
"M119","9/11/09","0:00",500159,3592560,2
"M119","9/14/09","20:51",500157,3592561,2
"M119","9/20/09","0:00",500159,3592560,2
"M119","9/23/09","21:16",500371,3592941,436
"M119","9/24/09","8:31",500371,3592941,0
"M119","9/29/09","19:19",500371,3592941,0
"M119","9/30/09","20:38",500371,3592941,0
"M119","10/6/09","13:12",500354,3592928,21
"M119","10/12/09","16:32",500372,3592941,22
"M119","10/18/09","15:14",500381,3592933,12
"M119","10/25/09","12:34",500371,3592941,13
"M119","10/31/09","15:24",500371,3592941,0
"M119","11/8/09","12:27",500371,3592941,0
"M119","11/14/09","0:00",500371,3592942,1
"M119","11/22/09","14:44",500371,3592941,1
"M119","12/13/09","11:56",500371,3592941,0
"M119","3/25/10","12:01",500412,3592885,69
"M119","4/5/10","13:44",500220,3592658,297
"M119","4/24/10","11:28",500134,3592551,137
"M119","4/29/10","10:14",500178,3592512,59
"M119","5/6/10","15:44",500224,3592892,383
"M119","5/14/10","13:24",500375,3592609,321
"M119","5/23/10","12:06",500155,3592507,242
"M119","6/2/10","17:10",500153,3592561,54
"M119","6/4/10","16:27",500153,3592561,0
"M119","6/12/10","9:50",500160,3592564,8
"M119","6/18/10","8:16",500400,3592463,260
"M119","6/22/10","21:08",500399,3592577,114
"M119","6/23/10","10:25",500236,3592692,199
"M119","6/25/10","6:52",500285,3592425,271
"M119","6/28/10","22:18",500284,3592426,1
"M119","7/3/10","20:18",500398,3592329,150
"M119","7/4/10","20:27",500180,3592362,220
"M119","7/7/10","22:59",500318,3592425,152
"M119","7/12/10","20:32",500180,3592365,150
"M119","7/15/10","22:14",500094,3592381,87
"M119","7/17/10","1:09",500088,3592451,70
"M119","7/18/10","8:01",500088,3592451,0
"M119","7/19/10","21:26",500248,3592425,162
"M119","7/24/10","0:43",500078,3592439,171
"M119","7/28/10","22:25",500125,3592473,58
"M119","7/29/10","20:28",500126,3592471,2
"M119","8/2/10","0:03",500125,3592472,1
"M119","8/7/10","19:12",500128,3592471,3
"M119","8/27/10","0:09",500345,3592425,222
"M119","9/1/10","22:25",500345,3592425,0
"M119","9/9/10","11:20",500519,3592463,178
