"LIZARDNUMBER","DATE","TIME","EASTING","NORTHING","Distance.Moved..m."
"M119","4/9/08","16:52",500347,3592863,NA
"M119","4/16/08","9:49",500115,3592633,327
"M119","4/21/08","10:28",500406,3592794,333
"M119","4/21/08","9:47",500277,3592798,129
"M119","4/23/08","14:48",500426,3593048,291
"M119","4/24/08","12:37",500394,3592887,164
"M119","4/25/08","8:35",500394,3592887,0
"M119","5/1/08","10:12",500637,3593156,363
"M119","5/2/08","10:32",500637,3593158,2
"M119","5/5/08","9:20",500320,3592681,573
"M119","5/6/08","10:05",500347,3592738,63
"M119","5/7/08","11:22",500127,3592981,328
"M119","5/7/08","9:19",500137,3592867,114
"M119","5/8/08","10:55",500465,3593131,421
"M119","5/14/08","10:39",500214,3592657,536
"M119","5/20/08","11:27",500425,3592781,245
"M119","5/22/08","17:38",500435,3592825,45
"M119","5/25/08","18:55",500523,3592808,90
"M119","5/26/08","18:37",500396,3592767,133
"M119","5/28/08","19:06",500465,3593131,370
"M119","6/2/08","18:40",500422,3592779,355
"M119","6/3/08","19:08",500293,3592685,160
"M119","6/6/08","19:21",500371,3592542,163
"M119","6/9/08","18:30",500373,3592553,11
"M119","6/11/08","21:46",500397,3592565,27
"M119","6/18/08","20:14",500325,3592892,335
"M119","6/21/08","19:11",500325,3592892,0
"M119","6/22/08","19:59",500325,3592892,0
"M119","6/24/08","21:31",500264,3592658,242
"M119","6/26/08","21:41",500264,3592658,0
"M119","6/28/08","21:34",500288,3592656,24
"M119","6/30/08","22:40",500546,3592958,397
"M119","7/7/08","23:41",500178,3592689,456
"M119","7/13/08","8:19",500114,3592470,228
"M119","7/15/08","22:49",500000,3592565,148
"M119","7/17/08","7:05",500175,3592516,182
"M119","7/18/08","8:19",500171,3592646,130
"M119","7/20/08","7:26",500304,3592914,299
"M119","7/21/08","22:04",500335,3592836,84
"M119","7/26/08","7:47",500411,3592816,79
"M119","7/27/08","8:44",500313,3592870,112
"M119","7/28/08","23:02",500117,3592511,409
